GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,"For ChIP, Cells were washed in phosphate-buffered saline (PBS) and crosslinked with 1% Formaldehyde for 10 minutes (H3K27Ac) or crosslinked with two agents startingwith 2 mM DSG (Pierce) for 45 min at RT, followed by 1 ml 1% Formaldehyde for 10 min (YAP and TEAD4). Crosslinked Cell lines were quenched with 0.125 M glycine for 5 min at room temperature. After quenching, the material was resuspended in 1% SDS (50 mM Tris-HCl pH8, 10 mM EDTA) and sonicated for 5 minutes with a Covaris E220 instrument, 5% duty cycle, 140 Peak Incident Power, 200 Cycles per burst, in 1ml AFA Fiber milliTUBEs. Soluble chromatin was immunoprecipitated with 10 μg of H3K27ac antibody, 7 μg of YAP antibody, 1.5 μg of SLUG antibody, or 1.5 μg of TEAD antibody. 5 µg of chromatin was used for H3K27Ac ChIP, and 40 µg for YAP, TEAD4 and SLUG ChIPs. For ATAC-seq, 50000 cells / sample were resuspended in 1 ml of cold ATAC-seq resuspension buffer (RSB; 10 mM Tris-HCl pH 7.4, 10 mM NaCl, and 3 mM MgCl2 in water). Cells were centrifuged at max speed for 5 min in a pre-chilled (4 C) fixed-angle centrifuge. After centrifugation supernatant was carefully aspirated.  Cell pellets were then resuspended in 50 μl of ATAC-seq RSB containing 0.1% NP40, 0.1% Tween-20, and 0.01% digitonin by pipetting up and down three times. This cell lysis reaction was incubated on ice for 3 min. After lysis, 1 ml of ATAC-seq RSB containing 0.1% Tween-20 (without NP40 or digitonin) was added, and the tubes were inverted to mix. Nuclei were then centrifuged for 5 min at max speed in a pre-chilled (4 C) fixed-angle centrifuge. Supernatant was removed and nuclei were resuspended in 50 μl of transposition mix (Corces et al., 2017)",Genome_build,Supplementary_files_format_and_content,treatment,cell line,cell type,chip antibody
GSE131687,rebound_ATAC_2,GSM3813965,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE131604, GSE131687",0,GSM3813965_PC-9_rebound_ATAC_2.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813965/suppl/GSM3813965_PC-9_rebound_ATAC_2.rep1_treat_pileup.bw,rebound_ATAC_2,101202143,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840170,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,"osimertinib + strametinib, then drugs withdrawn",PC9,Non-small cell lung cancer cell line,
GSE131687,rebound_ATAC_3,GSM3813966,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE131604, GSE131687",0,GSM3813966_PC-9_rebound_ATAC_3.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813966/suppl/GSM3813966_PC-9_rebound_ATAC_3.rep1_treat_pileup.bw,rebound_ATAC_3,102440730,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840169,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,"osimertinib + strametinib, then drugs withdrawn",PC9,Non-small cell lung cancer cell line,
GSE131687,48h_1DF_Slug,GSM3813967,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813967_48h_1DF_Slug.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813967/suppl/GSM3813967_48h_1DF_Slug.rep1_treat_pileup.bw,48h_1DF_Slug,260543062,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840168,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,osimertinib + strametinib,PC9,Non-small cell lung cancer cell line,Slug (Cell signaling #9585)
GSE131687,48h_1DF_TEAD4,GSM3813968,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813968_48h_1DF_TEAD4.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813968/suppl/GSM3813968_48h_1DF_TEAD4.rep1_treat_pileup.bw,48h_1DF_TEAD4,284476609,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840167,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,osimertinib + strametinib,PC9,Non-small cell lung cancer cell line,"TEAD4 (ab58310, Abcam)"
GSE131687,48h_1DF_YAP,GSM3813969,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813969_48h_1DF_YAP.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813969/suppl/GSM3813969_48h_1DF_YAP.rep1_treat_pileup.bw,48h_1DF_YAP,245904457,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840166,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,osimertinib + strametinib,PC9,Non-small cell lung cancer cell line,YAP (Cell signaling #14074)
GSE131687,48h_1F_H3K27ac,GSM3813970,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813970_48h_1F_H3K27ac.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813970/suppl/GSM3813970_48h_1F_H3K27ac.rep1_treat_pileup.bw,48h_1F_H3K27ac,260725180,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840163,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,osimertinib + strametinib,PC9,Non-small cell lung cancer cell line,H3K27ac (Diagenode cat# C15410196)
GSE131687,48h_2DF_TEAD4,GSM3813971,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813971_48h_2DF_TEAD4.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813971/suppl/GSM3813971_48h_2DF_TEAD4.rep1_treat_pileup.bw,48h_2DF_TEAD4,222431151,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840189,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,osimertinib + strametinib,PC9,Non-small cell lung cancer cell line,"TEAD4 (ab58310, Abcam)"
GSE131687,48h_2DF_YAP,GSM3813972,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813972_48h_2DF_YAP.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813972/suppl/GSM3813972_48h_2DF_YAP.rep1_treat_pileup.bw,48h_2DF_YAP,243236889,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840188,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,osimertinib + strametinib,PC9,Non-small cell lung cancer cell line,YAP (Cell signaling #14074)
GSE131687,48h_2F_H3K27ac,GSM3813973,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813973_48h_2F_H3K27ac.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813973/suppl/GSM3813973_48h_2F_H3K27ac.rep1_treat_pileup.bw,48h_2F_H3K27ac,252734472,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840165,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,osimertinib + strametinib,PC9,Non-small cell lung cancer cell line,H3K27ac (Diagenode cat# C15410196)
GSE131687,DMSO_1DF_Slug,GSM3813974,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813974_DMSO_1DF_Slug.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813974/suppl/GSM3813974_DMSO_1DF_Slug.rep1_treat_pileup.bw,DMSO_1DF_Slug,273355231,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840164,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,DMSO,PC9,Non-small cell lung cancer cell line,Slug (Cell signaling #9585)
GSE131687,DMSO_1DF_TEAD4,GSM3813975,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813975_DMSO_1DF_TEAD4.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813975/suppl/GSM3813975_DMSO_1DF_TEAD4.rep1_treat_pileup.bw,DMSO_1DF_TEAD4,248268243,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840187,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,DMSO,PC9,Non-small cell lung cancer cell line,"TEAD4 (ab58310, Abcam)"
GSE131687,DMSO_1DF_YAP,GSM3813976,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813976_DMSO_1DF_YAP.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813976/suppl/GSM3813976_DMSO_1DF_YAP.rep1_treat_pileup.bw,DMSO_1DF_YAP,305231749,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840186,https://www.ncbi.nlm.nih.gov/sra?term,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,DMSO,PC9,Non-small cell lung cancer cell line,YAP (Cell signaling #14074)
