GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_growth_protocol_ch1,Sample_treatment_protocol_ch1,Sample_description,BioSample,SRA,cell type,Genome_build,Supplementary_files_format_and_content,chip antibody,antibody,treatment,cell line
GSE130140,RNAseq_Jurkat_DMSO_rep1,GSM3732727,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732727_Jurkat_DMSO_rep1_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732727/suppl/GSM3732727_Jurkat_DMSO_rep1_quant.sf.txt.gz,RNAseq_Jurkat_DMSO_rep1,2712431,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476999,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,,
GSE130140,RNAseq_Jurkat_DMSO_rep2,GSM3732728,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732728_Jurkat_DMSO_rep2_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732728/suppl/GSM3732728_Jurkat_DMSO_rep2_quant.sf.txt.gz,RNAseq_Jurkat_DMSO_rep2,2711838,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476998,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,,
GSE130140,RNAseq_Jurkat_GSI3d_rep1,GSM3732729,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732729_Jurkat_GSI3d_rep1_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732729/suppl/GSM3732729_Jurkat_GSI3d_rep1_quant.sf.txt.gz,RNAseq_Jurkat_GSI3d_rep1,2702760,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476996,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,RNAseq_Jurkat_GSI3d_rep2,GSM3732730,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732730_Jurkat_GSI3d_rep2_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732730/suppl/GSM3732730_Jurkat_GSI3d_rep2_quant.sf.txt.gz,RNAseq_Jurkat_GSI3d_rep2,2688596,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476995,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,RNAseq_Jurkat_GSI3d_w4hr_rep1,GSM3732731,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732731_Jurkat_GSI3d_w4hr_rep1_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732731/suppl/GSM3732731_Jurkat_GSI3d_w4hr_rep1_quant.sf.txt.gz,RNAseq_Jurkat_GSI3d_w4hr_rep1,2938471,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476993,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,RNAseq_Jurkat_GSI3d_w4hr_rep2,GSM3732732,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732732_Jurkat_GSI3d_w4hr_rep2_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732732/suppl/GSM3732732_Jurkat_GSI3d_w4hr_rep2_quant.sf.txt.gz,RNAseq_Jurkat_GSI3d_w4hr_rep2,2636457,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476992,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,RNAseq_CUTLL1_DMSO_rep1,GSM3732733,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732733_Cutll1_DMSO_rep1_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732733/suppl/GSM3732733_Cutll1_DMSO_rep1_quant.sf.txt.gz,RNAseq_CUTLL1_DMSO_rep1,2734499,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476991,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,,
GSE130140,RNAseq_CUTLL1_DMSO_rep2,GSM3732734,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732734_Cutll1_DMSO_rep2_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732734/suppl/GSM3732734_Cutll1_DMSO_rep2_quant.sf.txt.gz,RNAseq_CUTLL1_DMSO_rep2,2833093,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476990,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,,
GSE130140,RNAseq_CUTLL1_GSI3d_rep1,GSM3732735,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732735_Cutll1_GSI3d_rep1_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732735/suppl/GSM3732735_Cutll1_GSI3d_rep1_quant.sf.txt.gz,RNAseq_CUTLL1_GSI3d_rep1,2853915,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476989,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,RNAseq_CUTLL1_GSI3d_rep2,GSM3732736,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732736_Cutll1_GSI3d_rep2_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732736/suppl/GSM3732736_Cutll1_GSI3d_rep2_quant.sf.txt.gz,RNAseq_CUTLL1_GSI3d_rep2,2883449,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476988,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,RNAseq_CUTLL1_GSI3d_w6hr_rep1,GSM3732737,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732737_Cutll1_GSI3d_w6hr_rep1_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732737/suppl/GSM3732737_Cutll1_GSI3d_w6hr_rep1_quant.sf.txt.gz,RNAseq_CUTLL1_GSI3d_w6hr_rep1,2872709,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476987,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,RNAseq_CUTLL1_GSI3d_w6hr_rep2,GSM3732738,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,total RNA,"Cells were spun down and lysed with RLT buffer; RNA extraction was conducted using the Aurum BioRad RNA isolation kit, rRNA depletion with TruSeq® Stranded Total RNA Library Prep kit","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSE130140,0,GSM3732738_Cutll1_GSI3d_w6hr_rep2_quant.sf.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732738/suppl/GSM3732738_Cutll1_GSI3d_w6hr_rep2_quant.sf.txt.gz,RNAseq_CUTLL1_GSI3d_w6hr_rep2,2808919,TXT,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476986,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,ChIPseq_Jurkat_CTCF_rep1,GSM3732739,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732739_JURKAT_CTCF1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732739/suppl/GSM3732739_JURKAT_CTCF1.bw,ChIPseq_Jurkat_CTCF_rep1,180128863,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476985,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Jurkat_CTCF_rep1,GSM3732739,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732739_JURKAT_CTCF1_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732739/suppl/GSM3732739_JURKAT_CTCF1_sort_peaks.narrowPeak.bed.gz,ChIPseq_Jurkat_CTCF_rep1,330149,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476985,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Jurkat_CTCF_rep2,GSM3732740,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732740_JURKAT_CTCF2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732740/suppl/GSM3732740_JURKAT_CTCF2.bw,ChIPseq_Jurkat_CTCF_rep2,159293632,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476984,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Jurkat_CTCF_rep2,GSM3732740,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732740_JURKAT_CTCF2_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732740/suppl/GSM3732740_JURKAT_CTCF2_sort_peaks.narrowPeak.bed.gz,ChIPseq_Jurkat_CTCF_rep2,557497,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11476984,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_CUTLL1_CTCF_rep1,GSM3732743,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732743_CUTLL1_CTCF1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732743/suppl/GSM3732743_CUTLL1_CTCF1.bw,ChIPseq_CUTLL1_CTCF_rep1,177814282,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477019,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_CUTLL1_CTCF_rep1,GSM3732743,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732743_CUTLL1_CTCF1_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732743/suppl/GSM3732743_CUTLL1_CTCF1_sort_peaks.narrowPeak.bed.gz,ChIPseq_CUTLL1_CTCF_rep1,164960,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477019,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
