GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Illumina TruSeq adaptor sequences were trimmed using cutadapt in paired-end mode (non-default parameters,Reads were aligned to hg19 using bowtie (version 0.12.8; non-default parameters,peaks were called using MACS28 (non-default parameters,Genome_build,BioSample,SRA,disease,germ layer
GSE134744,H3K27ac_HepG2-1,GSM3965511,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,liver,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965511_H3K27ac_HepG2-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965511/suppl/GSM3965511_H3K27ac_HepG2-1.bw,H3K27ac_HepG2-1,258921389,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345746,https://www.ncbi.nlm.nih.gov/sra?term,hepatocellular carcinoma,Endoderm
GSE134744,H3K27ac_HepG2-2,GSM3965512,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,liver,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965512_H3K27ac_HepG2-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965512/suppl/GSM3965512_H3K27ac_HepG2-2.bw,H3K27ac_HepG2-2,284355644,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345745,https://www.ncbi.nlm.nih.gov/sra?term,hepatocellular carcinoma,Endoderm
GSE134744,H3K27ac_HPAEC-1,GSM3965513,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,pulmonary artery endothelial cells,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965513_H3K27ac_HPAEC-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965513/suppl/GSM3965513_H3K27ac_HPAEC-1.bw,H3K27ac_HPAEC-1,1101122226,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345744,https://www.ncbi.nlm.nih.gov/sra?term,normal,Mesoderm
GSE134744,H3K27ac_HPAEC-2,GSM3965514,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,pulmonary artery endothelial cells,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965514_H3K27ac_HPAEC-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965514/suppl/GSM3965514_H3K27ac_HPAEC-2.bw,H3K27ac_HPAEC-2,1565391508,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345743,https://www.ncbi.nlm.nih.gov/sra?term,normal,Mesoderm
GSE134744,H3K27ac_HT1197-1,GSM3965515,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965515_H3K27ac_HT1197-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965515/suppl/GSM3965515_H3K27ac_HT1197-1.bw,H3K27ac_HT1197-1,1175830928,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345742,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm
GSE134744,H3K27ac_HT1197-2,GSM3965516,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965516_H3K27ac_HT1197-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965516/suppl/GSM3965516_H3K27ac_HT1197-2.bw,H3K27ac_HT1197-2,1148732921,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345741,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm
GSE134744,H3K27ac_HT-1376-1,GSM3965517,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965517_H3K27ac_HT-1376-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965517/suppl/GSM3965517_H3K27ac_HT-1376-1.bw,H3K27ac_HT-1376-1,1179061274,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345740,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm
GSE134744,H3K27ac_HT-1376-2,GSM3965518,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965518_H3K27ac_HT-1376-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965518/suppl/GSM3965518_H3K27ac_HT-1376-2.bw,H3K27ac_HT-1376-2,1314248505,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345739,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm
GSE134744,H3K27ac_hTERT-HME1-1,GSM3965519,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,mammary gland,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965519_H3K27ac_hTERT-HME1-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965519/suppl/GSM3965519_H3K27ac_hTERT-HME1-1.bw,H3K27ac_hTERT-HME1-1,1588350421,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345738,https://www.ncbi.nlm.nih.gov/sra?term,Immortalized with hTERT,Ectoderm
GSE134744,H3K27ac_hTERT-HME1-2,GSM3965520,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,mammary gland,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965520_H3K27ac_hTERT-HME1-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965520/suppl/GSM3965520_H3K27ac_hTERT-HME1-2.bw,H3K27ac_hTERT-HME1-2,1452005395,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345737,https://www.ncbi.nlm.nih.gov/sra?term,Immortalized with hTERT,Ectoderm
GSE134744,H3K27ac_Jurkat-1,GSM3965521,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,T lymphocyte,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965521_H3K27ac_Jurkat-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965521/suppl/GSM3965521_H3K27ac_Jurkat-1.bw,H3K27ac_Jurkat-1,1553634451,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345736,https://www.ncbi.nlm.nih.gov/sra?term,acute T cell leukemia,Mesoderm
GSE134744,H3K27ac_Jurkat-2,GSM3965522,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,T lymphocyte,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965522_H3K27ac_Jurkat-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965522/suppl/GSM3965522_H3K27ac_Jurkat-2.bw,H3K27ac_Jurkat-2,1442206564,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345735,https://www.ncbi.nlm.nih.gov/sra?term,acute T cell leukemia,Mesoderm
GSE134744,H3K27ac_K1-1,GSM3965523,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Thryoid,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965523_H3K27ac_K1-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965523/suppl/GSM3965523_H3K27ac_K1-1.bw,H3K27ac_K1-1,1547985869,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345734,https://www.ncbi.nlm.nih.gov/sra?term,papillary thyroid carcinoma,Endoderm
GSE134744,H3K27ac_K1-2,GSM3965524,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Thryoid,Homo sapiens,9606,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965524_H3K27ac_K1-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965524/suppl/GSM3965524_H3K27ac_K1-2.bw,H3K27ac_K1-2,1455145879,BW,-q 15 -O 4 -m 20),-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345733,https://www.ncbi.nlm.nih.gov/sra?term,papillary thyroid carcinoma,Endoderm
