GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_characteristics_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,ATAC-seq,Genome_build,Supplementary_files_format_and_content
GSE131956,COLO320DM ATAC-seq replicate 1,GSM3832725,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,COLO320DM,Homo sapiens,9606,cell type: Human colon tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832725_COLO320DM.rep1.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832725/suppl/GSM3832725_COLO320DM.rep1.umap.gsorted.filtered.tdf,COLO320DM ATAC-seq replicate 1,135245176,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN10442472,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,COLO320DM ATAC-seq replicate 2,GSM3832726,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,COLO320DM,Homo sapiens,9606,cell type: Human colon tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832726_COLO320DM.rep2.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832726/suppl/GSM3832726_COLO320DM.rep2.umap.gsorted.filtered.tdf,COLO320DM ATAC-seq replicate 2,134105224,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN10442472,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,COLO320HSR ATAC-seq replicate 1,GSM3832727,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,COLO320HSR,Homo sapiens,9606,cell type: Human colon tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832727_COLO320HSR.rep1.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832727/suppl/GSM3832727_COLO320HSR.rep1.umap.gsorted.filtered.tdf,COLO320HSR ATAC-seq replicate 1,116332743,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN11877743,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,COLO320HSR ATAC-seq replicate 2,GSM3832728,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,COLO320HSR,Homo sapiens,9606,cell type: Human colon tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832728_COLO320HSR.rep2.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832728/suppl/GSM3832728_COLO320HSR.rep2.umap.gsorted.filtered.tdf,COLO320HSR ATAC-seq replicate 2,152278739,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN11877743,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,GBM39HSR ATAC-seq replicate 1,GSM3832729,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,GBM39HSR,Homo sapiens,9606,cell type: Human brain tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832729_GBM39HSR.rep1.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832729/suppl/GSM3832729_GBM39HSR.rep1.umap.gsorted.filtered.tdf,GBM39HSR ATAC-seq replicate 1,99212623,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN11877742,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,GBM39HSR ATAC-seq replicate 2,GSM3832730,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,GBM39HSR,Homo sapiens,9606,cell type: Human brain tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832730_GBM39HSR.rep2.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832730/suppl/GSM3832730_GBM39HSR.rep2.umap.gsorted.filtered.tdf,GBM39HSR ATAC-seq replicate 2,91324434,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN11877742,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,GBM39 ATAC-seq replicate 1,GSM3832731,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,GBM39,Homo sapiens,9606,cell type: Human brain tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832731_GBM39KT.rep1.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832731/suppl/GSM3832731_GBM39KT.rep1.umap.gsorted.filtered.tdf,GBM39 ATAC-seq replicate 1,278170851,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN10442471,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,GBM39 ATAC-seq replicate 2,GSM3832732,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,GBM39,Homo sapiens,9606,cell type: Human brain tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832732_GBM39KT.rep2.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832732/suppl/GSM3832732_GBM39KT.rep2.umap.gsorted.filtered.tdf,GBM39 ATAC-seq replicate 2,264587699,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN10442471,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,PC3 ATAC-seq replicate 1,GSM3832733,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,PC3,Homo sapiens,9606,cell type: Human prostate tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832733_PC3.rep1.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832733/suppl/GSM3832733_PC3.rep1.umap.gsorted.filtered.tdf,PC3 ATAC-seq replicate 1,287661088,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN10442473,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
GSE131956,PC3 ATAC-seq replicate 2,GSM3832734,Public on Dec 31 2019,May 30 2019,Jan 01 2020,SRA,1,PC3,Homo sapiens,9606,cell type: Human prostate tumor,No,"Human prostate cancer cell line PC3, colon cancer cell line COLO320DM and glioblastoma cell line U87 were purchased from ATCC and cultured in DMEM/F12 with 10% FBS. Human glioblastoma GBM39 tumor spheroid was derived from patient tissue, and cultured in DMEM/F12 with GlutaMAX, B27, 20 ng/ml EGF, 20 ng/ml FGF and 5 μg/ml heparin.",genomic DNA,DNA library was constructed by NEBNext Ultra II DNA Library Prep kit for paired-end sequencing.,DNA,"Bowtie2 for mapping, MarkDuplicates from Picard tools v1.119 to remove PCR duplicates, Samtools v1.3.1, MACS2 2.1.2 for peak calling.",GPL20301,"Paul,S,Mischel",pmischel@ucsd.edu,Ludwig Institute for Cancer Research,9500 Gilman Dr.,La Jolla,92093,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSE131956,0,GSM3832734_PC3.rep2.umap.gsorted.filtered.tdf,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3832nnn/GSM3832734/suppl/GSM3832734_PC3.rep2.umap.gsorted.filtered.tdf,PC3 ATAC-seq replicate 2,333381572,TDF,https://www.ncbi.nlm.nih.gov/biosample/SAMN10442473,https://www.ncbi.nlm.nih.gov/sra?term,"Briefly, 100-500K cell nuclei were extracted by NPB buffer (5% BSA, 0.2% IGEPAL-CA630, 1 mM DTT, EDTA-free protease, in PBS) at 4°C for 10 min. Tagmentation was done in TB buffer (33 mM Tris-acetate pH 7.8, 66 mM K-acetate, 11 mM Mg-acetate, 16% DMF) with Tn5 transposase (Illumina), at 37°C for 30 min. DNA samples were then extracted and DNA libraries were generated by PCR. ChIP-seq: Formaldehyde crosslinked chromatin from 5 million cells per ChIP was sheared to small fragments by Covaris M220 Focused-ultrasonicator. The following antibodies were used for chromatin pull-down in RIPA buffer with protease inhibitor cocktail: anti-H3K27ac (Active Motif 39685, 5 µg), anti-H3K4me1 (Active Motif 39297, 10 µl), anti-CTCF (Abcam ab70303, 5 µg), anti-SMC3 (Abcam ab9263, 5 µg). After capturing by Protein A/G magnetic beads, chromatin was washed 6 times and reverse-crosslinked for 3 hr with RNase A and Proteinase K.",hg19,tdf
