GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_treatment_protocol_ch1,BioSample,SRA,strain,cell type,Genome_build,Supplementary_files_format_and_content,biological replicate,antibody,peturbation
GSE99311,N5 H3K27ac ChIP-Seq,GSM2640354,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,N5 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640354_N5_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640354/suppl/GSM2640354_N5_H3K27ac.bigWig,N5 H3K27ac ChIP-Seq,395432894,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164049,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse normal pancreatic organoid (N5),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,N6 H3K27ac ChIP-Seq,GSM2640355,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,N6 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640355_N6_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640355/suppl/GSM2640355_N6_H3K27ac.bigWig,N6 H3K27ac ChIP-Seq,314580477,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164048,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse normal pancreatic organoid (N6),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,P2 H3K27ac ChIP-Seq,GSM2640356,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,P2 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640356_P2_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640356/suppl/GSM2640356_P2_H3K27ac.bigWig,P2 H3K27ac ChIP-Seq,371900989,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164047,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PanIN organoid (P2),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,P3 H3K27ac ChIP-Seq,GSM2640357,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,P3 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640357_P3_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640357/suppl/GSM2640357_P3_H3K27ac.bigWig,P3 H3K27ac ChIP-Seq,348265347,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164046,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PanIN organoid (P3),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,T3 H3K27ac ChIP-Seq,GSM2640358,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T3 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640358_T3_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640358/suppl/GSM2640358_T3_H3K27ac.bigWig,T3 H3K27ac ChIP-Seq,247570112,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164045,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,T6 H3K27ac ChIP-Seq,GSM2640359,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T6 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640359_T6_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640359/suppl/GSM2640359_T6_H3K27ac.bigWig,T6 H3K27ac ChIP-Seq,399506840,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164044,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T6),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,T19 H3K27ac ChIP-Seq,GSM2640360,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T19 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640360_T19_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640360/suppl/GSM2640360_T19_H3K27ac.bigWig,T19 H3K27ac ChIP-Seq,541494014,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164043,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T19),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,T23 H3K27ac ChIP-Seq,GSM2640361,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T23 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640361_T23_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640361/suppl/GSM2640361_T23_H3K27ac.bigWig,T23 H3K27ac ChIP-Seq,391654079,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164042,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T23),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,T33 H3K27ac ChIP-Seq,GSM2640362,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T33 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640362_T33_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640362/suppl/GSM2640362_T33_H3K27ac.bigWig,T33 H3K27ac ChIP-Seq,334250574,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164041,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T33),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,T34 H3K27ac ChIP-Seq,GSM2640363,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T34 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640363_T34_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640363/suppl/GSM2640363_T34_H3K27ac.bigWig,T34 H3K27ac ChIP-Seq,373410890,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164040,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T34),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,M1L H3K27ac ChIP-Seq,GSM2640364,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M1L organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640364_M1L_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640364/suppl/GSM2640364_M1L_H3K27ac.bigWig,M1L H3K27ac ChIP-Seq,319442799,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164039,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA liver metastasis (M1L),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,M3L H3K27ac ChIP-Seq,GSM2640365,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M3L organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640365_M3L_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640365/suppl/GSM2640365_M3L_H3K27ac.bigWig,M3L H3K27ac ChIP-Seq,383893039,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164038,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA liver metastasis (M3L),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,M3P H3K27ac ChIP-Seq,GSM2640366,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M3P organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640366_M3P_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640366/suppl/GSM2640366_M3P_H3K27ac.bigWig,M3P H3K27ac ChIP-Seq,539673451,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164037,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA peritoneum metastasis (M3P),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,M6P H3K27ac ChIP-Seq,GSM2640367,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M6P organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640367_M6P_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640367/suppl/GSM2640367_M6P_H3K27ac.bigWig,M6P H3K27ac ChIP-Seq,349519237,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164036,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA peritoneum metastasis (M6P),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,M10P H3K27ac ChIP-Seq,GSM2640368,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M10P organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640368_M10P_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640368/suppl/GSM2640368_M10P_H3K27ac.bigWig,M10P H3K27ac ChIP-Seq,263781370,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164035,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA peritoneum metastasis (M10P),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
