GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,response,tissue,cell type,disease state,BioSample,SRA,Genome_build,Supplementary_files_format_and_content
GSE142604,SS02 ATAC-seq,GSM4232766,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232766_SS11.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232766/suppl/GSM4232766_SS11.bw,SS02 ATAC-seq,606137253,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682840,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS05 ATAC-seq,GSM4232767,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232767_SS12.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232767/suppl/GSM4232767_SS12.bw,SS05 ATAC-seq,664775042,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682839,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS07 ATAC-seq,GSM4232768,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232768_SS13.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232768/suppl/GSM4232768_SS13.bw,SS07 ATAC-seq,508803583,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682838,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS09 ATAC-seq,GSM4232769,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232769_SS14.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232769/suppl/GSM4232769_SS14.bw,SS09 ATAC-seq,1089509210,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682836,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS14 ATAC-seq,GSM4232770,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232770_SS15.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232770/suppl/GSM4232770_SS15.bw,SS14 ATAC-seq,806640744,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682835,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS17 ATAC-seq,GSM4232771,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232771_SS16.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232771/suppl/GSM4232771_SS16.bw,SS17 ATAC-seq,678118177,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682834,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS18 ATAC-seq,GSM4232772,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232772_SS17.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232772/suppl/GSM4232772_SS17.bw,SS18 ATAC-seq,763632790,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682832,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS19 ATAC-seq,GSM4232773,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232773_SS18.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232773/suppl/GSM4232773_SS18.bw,SS19 ATAC-seq,602544745,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682831,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS20 ATAC-seq,GSM4232774,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232774_SS19.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232774/suppl/GSM4232774_SS19.bw,SS20 ATAC-seq,635919938,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682830,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS21 ATAC-seq,GSM4232775,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232775_SS20.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232775/suppl/GSM4232775_SS20.bw,SS21 ATAC-seq,716475727,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682828,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS22 ATAC-seq,GSM4232776,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232776_SS21.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232776/suppl/GSM4232776_SS21.bw,SS22 ATAC-seq,643750090,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682827,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS25 ATAC-seq,GSM4232777,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232777_SS22.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232777/suppl/GSM4232777_SS22.bw,SS25 ATAC-seq,726834517,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682826,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS26 ATAC-seq,GSM4232778,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232778_SS23.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232778/suppl/GSM4232778_SS23.bw,SS26 ATAC-seq,635081791,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682825,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS31 ATAC-seq,GSM4232779,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232779_SS24.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232779/suppl/GSM4232779_SS24.bw,SS31 ATAC-seq,1138115123,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682823,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
GSE142604,SS27 ATAC-seq,GSM4232780,Public on Jan 03 2021,Dec 26 2019,Jan 03 2021,SRA,1,Peripheral blood CD8+ T cells,Homo sapiens,9606,"To obtain CD8+ T cells from thawed PBMCs were stained with appropriate antibodies (Abs), and sorted into CD8+ T cells using a BD FACSAria III™ cell sorter (BD Biosciences, San Jose, CA, USA).",genomic DNA,"Nuclei were isolated from CD8+ T cells and subjected to the transposition reaction with Illumina transposase in 1× Tagment DNA (TD) buffer, Library fragments were amplified with indexing primers from Nextera kit (Illumina, San Diego, CA, USA)","Basecalls performed using CASAVA version 1.8.2., ATAC-seq reads were processed using Trimmomatic software., ATAC-seq reads were aligned to the hg19 genome assembly using bowtie2 v2.3.4.1 with ""-k 4 -N 1 -R 5 --end-to-end"" options., The aligned reads were converted into browser extensible data (BED) format using “bedtools bamtobed”, and offset +4 base pair (bp) for positive strand and −5 bp for negative strand., The aligned reads were used for peak calling process using HOMER suite with “findPeaks” with “-style factor -tbp 3 -region” option.",GPL18573,"Hyun Mu,,Shin",hyunmu.shin@snu.ac.kr,Laboratory of Immunobiology,Biomedical Sciences,Seoul National University College of Medicine,"Biomedical Science Building 202, 103 Daehakro, Jongro-gu",Seoul,110-799,South Korea,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE142604,0,GSM4232780_SS25.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4232nnn/GSM4232780/suppl/GSM4232780_SS25.bw,SS27 ATAC-seq,612297879,BW,Progressive disease,Peripheral blood,Primary CD8+ T cells,gastric cancer,https://www.ncbi.nlm.nih.gov/biosample/SAMN13682822,https://www.ncbi.nlm.nih.gov/sra?term,hg19,"bigwigs (BWs), genome-wide ATAC-seq signal enrichment."
