GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Genome_build,Supplementary_files_format_and_content,BioSample,SRA,growth media,cell line,mycn status,chip antibody
GSE138315,NB69 Input ChIP-Seq,GSM4104634,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown up to 150 mm plates with the appropriate media.,genomic DNA,"Cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced on Illumina NextSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for narrow peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138295, GSE138315",0,GSM4104634_NB69-20171205.macs2.SPMR.Input.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4104nnn/GSM4104634/suppl/GSM4104634_NB69-20171205.macs2.SPMR.Input.sorted.bw,NB69 Input ChIP-Seq,414046144,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12889047,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NB69,non-amp,none
GSE138315,SKNAS CMYC ChIP-Seq,GSM4104635,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown up to 150 mm plates with the appropriate media.,genomic DNA,"Cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced on Illumina NextSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for narrow peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138295, GSE138315",0,GSM4104635_SKNAS-CMYC-20171205.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4104nnn/GSM4104635/suppl/GSM4104635_SKNAS-CMYC-20171205.macs2.SPMR.IP.sorted.bw,SKNAS CMYC ChIP-Seq,272987581,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12889046,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SKNAS,non-amp,"C-MYC (Santa Cruz N262, #sc-764)"
GSE138315,SKNAS Input ChIP-Seq,GSM4104636,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown up to 150 mm plates with the appropriate media.,genomic DNA,"Cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced on Illumina NextSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for narrow peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138295, GSE138315",0,GSM4104636_SKNAS-CMYC-20171205.macs2.SPMR.Input.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4104nnn/GSM4104636/suppl/GSM4104636_SKNAS-CMYC-20171205.macs2.SPMR.Input.sorted.bw,SKNAS Input ChIP-Seq,376071756,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12889044,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SKNAS,non-amp,none
GSE138315,SKNSH CMYC ChIP-Seq,GSM4104637,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown up to 150 mm plates with the appropriate media.,genomic DNA,"Cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced on Illumina NextSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for narrow peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138295, GSE138315",0,GSM4104637_SKNSH-CMYC-20171205.macs2.SPMR.Input.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4104nnn/GSM4104637/suppl/GSM4104637_SKNSH-CMYC-20171205.macs2.SPMR.Input.sorted.bw,SKNSH CMYC ChIP-Seq,350036547,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12889043,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SKNSH,non-amp,"C-MYC (Santa Cruz N262, #sc-764)"
GSE138315,SKNSH Input ChIP-Seq,GSM4104638,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown up to 150 mm plates with the appropriate media.,genomic DNA,"Cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced on Illumina NextSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for narrow peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138295, GSE138315",0,GSM4104638_SKNSH-CMYC-20171205.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4104nnn/GSM4104638/suppl/GSM4104638_SKNSH-CMYC-20171205.macs2.SPMR.IP.sorted.bw,SKNSH Input ChIP-Seq,89957847,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12889042,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SKNSH,non-amp,none
GSE138315,COG-N-415 H3K27Ac histone-ChIP-Seq,GSM4105303,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105303_COGN415-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105303/suppl/GSM4105303_COGN415-H3K27Ac.macs2.SPMR.IP.sorted.bw,COG-N-415 H3K27Ac histone-ChIP-Seq,403114480,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896826,https://www.ncbi.nlm.nih.gov/sra?term,"IMDM, 20% FBS, 2mM L-glutamine, 1:1000 ITS Premix Supplement",COG-N-415,,"H3K27Ac (Active Motif, #39133)"
GSE138315,COG-N-415 H3K27me3 histone-ChIP-Seq,GSM4105304,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105304_COGN415-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105304/suppl/GSM4105304_COGN415-H3K27me3.macs2.SPMR.IP.sorted.bw,COG-N-415 H3K27me3 histone-ChIP-Seq,309372222,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896825,https://www.ncbi.nlm.nih.gov/sra?term,"IMDM, 20% FBS, 2mM L-glutamine, 1:1000 ITS Premix Supplement",COG-N-415,,"H3K27me3 (Millipore, #07-449)"
GSE138315,COG-N-415 H3K4me1 histone-ChIP-Seq,GSM4105305,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105305_COGN415-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105305/suppl/GSM4105305_COGN415-H3K4me1.macs2.SPMR.IP.sorted.bw,COG-N-415 H3K4me1 histone-ChIP-Seq,414358247,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896824,https://www.ncbi.nlm.nih.gov/sra?term,"IMDM, 20% FBS, 2mM L-glutamine, 1:1000 ITS Premix Supplement",COG-N-415,,"H3K4me1 (Active Motif, #39297)"
GSE138315,COG-N-415 H3K4me3 histone-ChIP-Seq,GSM4105306,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105306_COGN415-H3K4me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105306/suppl/GSM4105306_COGN415-H3K4me3.macs2.SPMR.IP.sorted.bw,COG-N-415 H3K4me3 histone-ChIP-Seq,239269220,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896823,https://www.ncbi.nlm.nih.gov/sra?term,"IMDM, 20% FBS, 2mM L-glutamine, 1:1000 ITS Premix Supplement",COG-N-415,,"H3K4me3 (Active Motif, #39159)"
GSE138315,KELLY H3K27Ac histone-ChIP-Seq,GSM4105308,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105308_KELLY-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105308/suppl/GSM4105308_KELLY-H3K27Ac.macs2.SPMR.IP.sorted.bw,KELLY H3K27Ac histone-ChIP-Seq,340019168,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896821,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",KELLY,,"H3K27Ac (Active Motif, #39133)"
GSE138315,KELLY H3K27me3 histone-ChIP-Seq,GSM4105309,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105309_KELLY-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105309/suppl/GSM4105309_KELLY-H3K27me3.macs2.SPMR.IP.sorted.bw,KELLY H3K27me3 histone-ChIP-Seq,351780963,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896820,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",KELLY,,"H3K27me3 (Millipore, #07-449)"
GSE138315,KELLY H3K4me1 histone-ChIP-Seq,GSM4105310,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105310_KELLY-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105310/suppl/GSM4105310_KELLY-H3K4me1.macs2.SPMR.IP.sorted.bw,KELLY H3K4me1 histone-ChIP-Seq,333603618,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896819,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",KELLY,,"H3K4me1 (Active Motif, #39297)"
GSE138315,KELLY H3K4me3 histone-ChIP-Seq,GSM4105311,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105311_KELLY-H3K4me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105311/suppl/GSM4105311_KELLY-H3K4me3.macs2.SPMR.IP.sorted.bw,KELLY H3K4me3 histone-ChIP-Seq,268786877,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896818,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",KELLY,,"H3K4me3 (Active Motif, #39159)"
GSE138315,LA-N-5 H3K27Ac histone-ChIP-Seq,GSM4105313,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105313_LAN5-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105313/suppl/GSM4105313_LAN5-H3K27Ac.macs2.SPMR.IP.sorted.bw,LA-N-5 H3K27Ac histone-ChIP-Seq,373736691,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896816,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",LA-N-5,,"H3K27Ac (Active Motif, #39133)"
