GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_relation,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,genome build,processed data files format and content,tissue,progression,genotype/variation,age,gender,Genome_build,Supplementary_files_format_and_content,strain,We selected the highest quality barcodes for each case based on two criteria
GSE138794,SF11612_snATAC,GSM4119516,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020369,GSE138794,0,GSM4119516_SF11612_snATAC_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119516/suppl/GSM4119516_SF11612_snATAC_matrix.mtx.gz,SF11612_snATAC,132611086,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Recurrent,oligodendroglioma,67,Male,,,,
GSE138794,SF11612_snATAC,GSM4119516,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020369,GSE138794,0,GSM4119516_SF11612_snATAC_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119516/suppl/GSM4119516_SF11612_snATAC_peaks.bed.gz,SF11612_snATAC,1546763,BED,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Recurrent,oligodendroglioma,67,Male,,,,
GSE138794,SF11979_snATAC,GSM4119517,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020368,GSE138794,0,GSM4119517_SF11979_snATAC_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119517/suppl/GSM4119517_SF11979_snATAC_barcodes.tsv.gz,SF11979_snATAC,10022,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,76,Female,,,,
GSE138794,SF11979_snATAC,GSM4119517,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020368,GSE138794,0,GSM4119517_SF11979_snATAC_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119517/suppl/GSM4119517_SF11979_snATAC_matrix.mtx.gz,SF11979_snATAC,19514879,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,76,Female,,,,
GSE138794,SF11979_snATAC,GSM4119517,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020368,GSE138794,0,GSM4119517_SF11979_snATAC_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119517/suppl/GSM4119517_SF11979_snATAC_peaks.bed.gz,SF11979_snATAC,358940,BED,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,76,Female,,,,
GSE138794,SF11956_snATAC,GSM4119518,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020367,GSE138794,0,GSM4119518_SF11956_snATAC_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119518/suppl/GSM4119518_SF11956_snATAC_barcodes.tsv.gz,SF11956_snATAC,15472,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,63,Male,,,,
GSE138794,SF11956_snATAC,GSM4119518,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020367,GSE138794,0,GSM4119518_SF11956_snATAC_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119518/suppl/GSM4119518_SF11956_snATAC_matrix.mtx.gz,SF11956_snATAC,72916873,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,63,Male,,,,
GSE138794,SF11956_snATAC,GSM4119518,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020367,GSE138794,0,GSM4119518_SF11956_snATAC_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119518/suppl/GSM4119518_SF11956_snATAC_peaks.bed.gz,SF11956_snATAC,803849,BED,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,63,Male,,,,
GSE138794,SF11215_snATAC,GSM4119519,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020366,GSE138794,0,GSM4119519_SF11215_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119519/suppl/GSM4119519_SF11215_barcodes.tsv.gz,SF11215_snATAC,4105,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,46,Male,,,,
GSE138794,SF11215_snATAC,GSM4119519,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020366,GSE138794,0,GSM4119519_SF11215_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119519/suppl/GSM4119519_SF11215_matrix.mtx.gz,SF11215_snATAC,22893016,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,46,Male,,,,
GSE138794,SF11215_snATAC,GSM4119519,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020366,GSE138794,0,GSM4119519_SF11215_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119519/suppl/GSM4119519_SF11215_peaks.bed.gz,SF11215_snATAC,487908,BED,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,46,Male,,,,
GSE138794,SF11331_snATAC,GSM4119520,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020365,GSE138794,0,GSM4119520_SF11331_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119520/suppl/GSM4119520_SF11331_barcodes.tsv.gz,SF11331_snATAC,1592,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,55,Male,,,,
GSE138794,SF11331_snATAC,GSM4119520,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020365,GSE138794,0,GSM4119520_SF11331_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119520/suppl/GSM4119520_SF11331_matrix.mtx.gz,SF11331_snATAC,91643,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,55,Male,,,,
GSE138794,SF11331_snATAC,GSM4119520,Public on Oct 12 2019,Oct 11 2019,Oct 15 2019,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single nuclei ATAC-Seq Bin Matrix,"The CellRanger ATAC software (version 1.1.0) was used for read alignment, deduplication, and identifying transposase cut sites.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020365,GSE138794,0,GSM4119520_SF11331_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119520/suppl/GSM4119520_SF11331_peaks.bed.gz,SF11331_snATAC,7438,BED,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,55,Male,,,,
GSE138794,SF10022_snRNA-Seq,GSM4119521,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020364,GSE138794,0,GSM4119521_SF10022_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119521/suppl/GSM4119521_SF10022_barcodes.tsv.gz,SF10022_snRNA-Seq,13669,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,65,Male,,,,
GSE138794,SF10022_snRNA-Seq,GSM4119521,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020364,GSE138794,0,GSM4119521_SF10022_features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119521/suppl/GSM4119521_SF10022_features.tsv.gz,SF10022_snRNA-Seq,281222,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,65,Male,,,,
GSE138794,SF10022_snRNA-Seq,GSM4119521,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020364,GSE138794,0,GSM4119521_SF10022_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119521/suppl/GSM4119521_SF10022_matrix.mtx.gz,SF10022_snRNA-Seq,30133978,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,65,Male,,,,
