GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,"Raw reads were trimmed using trimmomatic (v0.35, Parameters","Each sample was aligned to hg38 genome using bowtie2 (v2.2.6, Parameters","Peak calling was first performed on after pooling all samples using MACS2 (v2.1.0, parameters",Genome_build,Supplementary_files_format_and_content,cell line,treatment,sgguide,genotype,"Each sample was aligned to hg38 genome using bowtie2 48 (v2.2.6, Parameters","Peak calling was performed using MACS2 49 (v2.1.0, parameters",chip-antibody
GSE124228,ATAC-Seq Sample_FULV_sg12_Control_1,GSM3525986,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525986_Sample_FULV_sg12_Control_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525986/suppl/GSM3525986_Sample_FULV_sg12_Control_1.bw,ATAC-Seq Sample_FULV_sg12_Control_1,277432865,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621796,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgNT-1,Control,,,
GSE124228,ATAC-Seq Sample_FULV_sg12_Control_2,GSM3525987,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525987_Sample_FULV_sg12_Control_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525987/suppl/GSM3525987_Sample_FULV_sg12_Control_2.bw,ATAC-Seq Sample_FULV_sg12_Control_2,474080506,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621854,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgNT-1,Control,,,
GSE124228,ATAC-Seq Sample_FULV_sg13_Control_1,GSM3525988,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525988_Sample_FULV_sg13_Control_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525988/suppl/GSM3525988_Sample_FULV_sg13_Control_1.bw,ATAC-Seq Sample_FULV_sg13_Control_1,315917318,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621853,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgNT-2,Control,,,
GSE124228,ATAC-Seq Sample_FULV_sg13_Control_2,GSM3525989,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525989_Sample_FULV_sg13_Control_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525989/suppl/GSM3525989_Sample_FULV_sg13_Control_2.bw,ATAC-Seq Sample_FULV_sg13_Control_2,291750803,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621852,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgNT-2,Control,,,
GSE124228,ATAC-Seq Sample_FULV_sg1_KO_1,GSM3525990,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525990_Sample_FULV_sg1_KO_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525990/suppl/GSM3525990_Sample_FULV_sg1_KO_1.bw,ATAC-Seq Sample_FULV_sg1_KO_1,184466440,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621851,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgARID1A-1,ARID1A KO,,,
GSE124228,ATAC-Seq Sample_FULV_sg1_KO_2,GSM3525991,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525991_Sample_FULV_sg1_KO_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525991/suppl/GSM3525991_Sample_FULV_sg1_KO_2.bw,ATAC-Seq Sample_FULV_sg1_KO_2,263762867,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621850,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgARID1A-1,ARID1A KO,,,
GSE124228,ATAC-Seq Sample_FULV_sg2_KO_1,GSM3525992,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525992_Sample_FULV_sg2_KO_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525992/suppl/GSM3525992_Sample_FULV_sg2_KO_1.bw,ATAC-Seq Sample_FULV_sg2_KO_1,150759675,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621848,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgARID1A-2,ARID1A KO,,,
GSE124228,ATAC-Seq Sample_FULV_sg2_KO_2,GSM3525993,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525993_Sample_FULV_sg2_KO_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525993/suppl/GSM3525993_Sample_FULV_sg2_KO_2.bw,ATAC-Seq Sample_FULV_sg2_KO_2,295766583,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621847,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgARID1A-2,ARID1A KO,,,
GSE124228,ATAC-Seq Sample_FULV_sg6_KO_1,GSM3525994,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525994_Sample_FULV_sg6_KO_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525994/suppl/GSM3525994_Sample_FULV_sg6_KO_1.bw,ATAC-Seq Sample_FULV_sg6_KO_1,208899495,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621846,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgARID1A-3,ARID1A KO,,,
GSE124228,ATAC-Seq Sample_FULV_sg6_KO_2,GSM3525995,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,MCF7 cells were treated with DMSO of Fulvestrant (100nM) for 24 hours.,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"ATAC-seq was performed as described by Buenrostro et al, 2013 with the exception that 0.2% NP40 was used for cell lysis., ATAC-seq libraries were prepared using Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, In order to account for Tn5 shift, all positive strand reads in each sample were shifted by +4bps and all negative strand reads were shifted by -5bps., BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,other,genomic,ATAC-seq,"GSE124224, GSE124228",0,GSM3525995_Sample_FULV_sg6_KO_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525995/suppl/GSM3525995_Sample_FULV_sg6_KO_2.bw,ATAC-Seq Sample_FULV_sg6_KO_2,238580937,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621844,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",-X2000 –local –mm --no-mixed --no-discordant).,--nomodel --extsize 150 --shift -75 --slocal 5000 --llocal 20000 -B --keep-dup all -p 0.05) and then on individual samples (-p 0.01).,hg38,normalized bw files,MCF-7,Fulvestrant,sgARID1A-3,ARID1A KO,,,
GSE124228,ChIP-Seq Sample_DMSO_MCF7_Control_BAF155_1,GSM3525996,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3525996_Sample_DMSO_MCF7_Control_BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525996/suppl/GSM3525996_Sample_DMSO_MCF7_Control_BAF155.bw,ChIP-Seq Sample_DMSO_MCF7_Control_BAF155_1,179571427,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621843,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgNT-1,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,BAF155
GSE124228,ChIP-Seq Sample_DMSO_MCF7_Control_BRG_1,GSM3525997,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3525997_Sample_DMSO_MCF7_Control_BRG.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525997/suppl/GSM3525997_Sample_DMSO_MCF7_Control_BRG.bw,ChIP-Seq Sample_DMSO_MCF7_Control_BRG_1,231961613,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621842,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgNT-1,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,BRG
GSE124228,ChIP-Seq Sample_DMSO_MCF7_KO_BAF155_1,GSM3525999,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3525999_Sample_DMSO_MCF7_KO_BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3525nnn/GSM3525999/suppl/GSM3525999_Sample_DMSO_MCF7_KO_BAF155.bw,ChIP-Seq Sample_DMSO_MCF7_KO_BAF155_1,223583582,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621839,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-1,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,BAF155
