GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,cell line,chip antibody,genotype,Genome_build,Supplementary_files_format_and_content,BioSample,SRA
GSE146539,ChIP-Seq SETD2_rescue_H3K27ac_rep1,GSM4391918,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391918_JHRCC12_SETD2_rescue_H3K27AC_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391918/suppl/GSM4391918_JHRCC12_SETD2_rescue_H3K27AC_rep1.bw,ChIP-Seq SETD2_rescue_H3K27ac_rep1,576930281,BW,JHRCC12,"H3K27ac (Abcam, ab4729)",SETD2-proficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322325,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_rescue_H3K27ac_rep2,GSM4391919,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391919_JHRCC12_SETD2_rescue_H3K27AC_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391919/suppl/GSM4391919_JHRCC12_SETD2_rescue_H3K27AC_rep2.bw,ChIP-Seq SETD2_rescue_H3K27ac_rep2,674881458,BW,JHRCC12,"H3K27ac (Abcam, ab4729)",SETD2-proficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322323,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_mut_H3K56ac_rep1,GSM4391920,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391920_JHRCC12_SETD2_mut_H3K56AC_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391920/suppl/GSM4391920_JHRCC12_SETD2_mut_H3K56AC_rep1.bw,ChIP-Seq SETD2_mut_H3K56ac_rep1,658077433,BW,JHRCC12,"H3K56ac (Millipore, 07-677)",SETD2-deficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322324,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_mut_H3K56ac_rep2,GSM4391921,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391921_JHRCC12_SETD2_mut_H3K56AC_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391921/suppl/GSM4391921_JHRCC12_SETD2_mut_H3K56AC_rep2.bw,ChIP-Seq SETD2_mut_H3K56ac_rep2,442370144,BW,JHRCC12,"H3K56ac (Millipore, 07-677)",SETD2-deficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322322,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_rescue_H3K56ac_rep1,GSM4391922,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391922_JHRCC12_SETD2_rescue_H3K56AC_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391922/suppl/GSM4391922_JHRCC12_SETD2_rescue_H3K56AC_rep1.bw,ChIP-Seq SETD2_rescue_H3K56ac_rep1,459271300,BW,JHRCC12,"H3K56ac (Millipore, 07-677)",SETD2-proficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322321,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_rescue_H3K56ac_rep2,GSM4391923,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391923_JHRCC12_SETD2_rescue_H3K56AC_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391923/suppl/GSM4391923_JHRCC12_SETD2_rescue_H3K56AC_rep2.bw,ChIP-Seq SETD2_rescue_H3K56ac_rep2,490257370,BW,JHRCC12,"H3K56ac (Millipore, 07-677)",SETD2-proficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322320,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_mut_H3K27me3_rep1,GSM4391924,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391924_JHRCC12_SETD2_mut_H3K27me3_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391924/suppl/GSM4391924_JHRCC12_SETD2_mut_H3K27me3_rep1.bw,ChIP-Seq SETD2_mut_H3K27me3_rep1,649328881,BW,JHRCC12,"H3K27me3 (Cell Signaling Technology, 9733)",SETD2-deficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322319,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_mut_H3K27me3_rep2,GSM4391925,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391925_JHRCC12_SETD2_mut_H3K27me3_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391925/suppl/GSM4391925_JHRCC12_SETD2_mut_H3K27me3_rep2.bw,ChIP-Seq SETD2_mut_H3K27me3_rep2,500724217,BW,JHRCC12,"H3K27me3 (Cell Signaling Technology, 9733)",SETD2-deficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322318,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_rescue_H3K27me3_rep1,GSM4391926,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391926_JHRCC12_SETD2_rescue_H3K27me3_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391926/suppl/GSM4391926_JHRCC12_SETD2_rescue_H3K27me3_rep1.bw,ChIP-Seq SETD2_rescue_H3K27me3_rep1,546994205,BW,JHRCC12,"H3K27me3 (Cell Signaling Technology, 9733)",SETD2-proficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322317,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_rescue_H3K27me3_rep2,GSM4391927,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391927_JHRCC12_SETD2_rescue_H3K27me3_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391927/suppl/GSM4391927_JHRCC12_SETD2_rescue_H3K27me3_rep2.bw,ChIP-Seq SETD2_rescue_H3K27me3_rep2,528103813,BW,JHRCC12,"H3K27me3 (Cell Signaling Technology, 9733)",SETD2-proficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322316,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_mut_H3K36me3_rep1,GSM4391928,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391928_JHRCC12_SETD2_mut_H3K36me3_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391928/suppl/GSM4391928_JHRCC12_SETD2_mut_H3K36me3_rep1.bw,ChIP-Seq SETD2_mut_H3K36me3_rep1,331166951,BW,JHRCC12,"H3K36me3 (Abcam, ab9050)",SETD2-deficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322315,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_mut_H3K36me3_rep2,GSM4391929,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391929_JHRCC12_SETD2_mut_H3K36me3_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391929/suppl/GSM4391929_JHRCC12_SETD2_mut_H3K36me3_rep2.bw,ChIP-Seq SETD2_mut_H3K36me3_rep2,314234440,BW,JHRCC12,"H3K36me3 (Abcam, ab9050)",SETD2-deficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322314,https://www.ncbi.nlm.nih.gov/sra?term
GSE146539,ChIP-Seq SETD2_rescue_H3K36me3_rep1,GSM4391930,Public on Nov 15 2021,Mar 06 2020,Nov 15 2021,SRA,1,Clear cell renal cell carcinoma cells,Homo sapiens,9606,"Cells were cultured in F10 medium (advanced DMEM/F12) with 10% FBS, 1× L-glutamine, 1× sodium pyruvate, 1× nonessential amino acid, and 1× penicillin/streptomycin).",genomic DNA,"2 x 10^6 JHRCC12 cells were cross-linked with 1% paraformaldehyde for 10 min at room temperature and quenched by glycine. Cells were washed with cold PBS, pelleted by centrifugation, and lysed. After sonication, samples were spun down and incubated with 1 μg primary antibody for each ChIP experiment at 4 °C overnight. Magnetic beads (Thermo Fisher Scientific) were added the next day and incubated at 4 °C for 2h. Samples were then washed and histone complexes were eluted. The eluted samples were treated with RNase A, proteinase K, reversed crosslink, and purified with Qiagen PCR purification kit., Library preparation were performed by the Integrated Genomics Operation Core Facility at MSKCC.","Reads were aligned to hg19 using BWA (v0.7.17-r1188) with parameters ‘-q 5 -l 32 -k 2’. Uniquely aligned paired reads were extracted using SAMtools. PCR duplicates were removed using Picard tools (v2.18.16)., Peak calling was performed for each individual and pooled replicates of each cell type using MACS2 v2.1.2 with parameters ‘-g hs -p 0.01 --keep-dup all --no-model -c $input_dna_control’",GPL16791,"Christina,S,Leslie",Computational Biology Program,Memorial Sloan Kettering Cancer Center,417 E 68th St,New York,NY,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE146539, GSE146583",0,GSM4391930_JHRCC12_SETD2_rescue_H3K36me3_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4391nnn/GSM4391930/suppl/GSM4391930_JHRCC12_SETD2_rescue_H3K36me3_rep1.bw,ChIP-Seq SETD2_rescue_H3K36me3_rep1,554635858,BW,JHRCC12,"H3K36me3 (Abcam, ab9050)",SETD2-proficient,hg19,Normalized coverage track in bigWig format,https://www.ncbi.nlm.nih.gov/biosample/SAMN14322313,https://www.ncbi.nlm.nih.gov/sra?term
