GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_treatment_protocol_ch1,tumor type,cell type,cell line,chip antibody,BioSample,SRA,Genome_build,Supplementary_files_format_and_content,treatment compound,treatment time
GSE124864,MKL1_D3,GSM3557219,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557219_MKL1_D3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557219/suppl/GSM3557219_MKL1_D3.count.txt.gz,MKL1_D3,293132,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719214,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,3 days
GSE124864,MKL1_L1,GSM3557220,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557220_MKL1_L1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557220/suppl/GSM3557220_MKL1_L1.count.txt.gz,MKL1_L1,291168,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719213,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM,3 days
GSE124864,MKL1_L2,GSM3557221,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557221_MKL1_L2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557221/suppl/GSM3557221_MKL1_L2.count.txt.gz,MKL1_L2,294801,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719212,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM,3 days
GSE124864,MKL1_L3,GSM3557222,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557222_MKL1_L3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557222/suppl/GSM3557222_MKL1_L3.count.txt.gz,MKL1_L3,294588,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719211,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM,3 days
GSE124864,MKL2_D1,GSM3557223,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-2,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557223_MKL2_D1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557223/suppl/GSM3557223_MKL2_D1.count.txt.gz,MKL2_D1,294793,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-2,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719210,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,MKL2_D2,GSM3557224,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-2,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557224_MKL2_D2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557224/suppl/GSM3557224_MKL2_D2.count.txt.gz,MKL2_D2,294038,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-2,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719209,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,MKL2_D3,GSM3557225,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-2,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557225_MKL2_D3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557225/suppl/GSM3557225_MKL2_D3.count.txt.gz,MKL2_D3,292230,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-2,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719208,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,MKL2_L1,GSM3557226,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-2,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557226_MKL2_L1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557226/suppl/GSM3557226_MKL2_L1.count.txt.gz,MKL2_L1,292799,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-2,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719207,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,MKL2_L2,GSM3557227,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-2,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557227_MKL2_L2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557227/suppl/GSM3557227_MKL2_L2.count.txt.gz,MKL2_L2,292891,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-2,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719206,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,MKL2_L3,GSM3557228,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-2,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557228_MKL2_L3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557228/suppl/GSM3557228_MKL2_L3.count.txt.gz,MKL2_L3,293726,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-2,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719205,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,MS1_D1,GSM3557229,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MS-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557229_MS1_D1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557229/suppl/GSM3557229_MS1_D1.count.txt.gz,MS1_D1,295644,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MS-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719196,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,3 days
GSE124864,MS1_D2,GSM3557230,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MS-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557230_MS1_D2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557230/suppl/GSM3557230_MS1_D2.count.txt.gz,MS1_D2,297457,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MS-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719195,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,3 days
GSE124864,MS1_D3,GSM3557231,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MS-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557231_MS1_D3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557231/suppl/GSM3557231_MS1_D3.count.txt.gz,MS1_D3,298735,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MS-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719194,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,3 days
GSE124864,MS1_L1,GSM3557232,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MS-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557232_MS1_L1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557232/suppl/GSM3557232_MS1_L1.count.txt.gz,MS1_L1,296064,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MS-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719193,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM,3 days
GSE124864,MS1_L2,GSM3557233,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MS-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557233_MS1_L2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557233/suppl/GSM3557233_MS1_L2.count.txt.gz,MS1_L2,294511,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MS-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719192,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM,3 days
GSE124864,MS1_L3,GSM3557234,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MS-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557234_MS1_L3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557234/suppl/GSM3557234_MS1_L3.count.txt.gz,MS1_L3,294734,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MS-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719191,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM,3 days
GSE124864,waga_D1,GSM3557235,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,WaGa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557235_waga_D1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557235/suppl/GSM3557235_waga_D1.count.txt.gz,waga_D1,292712,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,WaGa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719190,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,waga_D2,GSM3557236,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,WaGa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557236_waga_D2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557236/suppl/GSM3557236_waga_D2.count.txt.gz,waga_D2,292188,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,WaGa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719189,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,waga_D3,GSM3557237,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,WaGa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557237_waga_D3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557237/suppl/GSM3557237_waga_D3.count.txt.gz,waga_D3,292911,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,WaGa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719188,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,waga_L1,GSM3557238,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,WaGa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557238_waga_L1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557238/suppl/GSM3557238_waga_L1.count.txt.gz,waga_L1,291597,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,WaGa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719186,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,waga_L2,GSM3557239,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,WaGa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557239_waga_L2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557239/suppl/GSM3557239_waga_L2.count.txt.gz,waga_L2,291699,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,WaGa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719185,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,waga_L3,GSM3557240,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,WaGa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557240_waga_L3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557240/suppl/GSM3557240_waga_L3.count.txt.gz,waga_L3,292592,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,WaGa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719184,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
