GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,RNA-seq reads were aligned to hg19 using STAR(doi,Genome_build,cell status,cell line,Supplementary_files_format_and_content,chip antibody
GSE139190,H3K27Ac_rep1_HEK293_ChIPsep,GSM4133287,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human embryonic kidney cell-line 293,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133287_YET159_rep1_HEK293_H3K27Ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133287/suppl/GSM4133287_YET159_rep1_HEK293_H3K27Ac.bw,H3K27Ac_rep1_HEK293_ChIPsep,188934210,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070684,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,HEK293,bigwig files for visualization on igv,"H3K27Ac antibody (Active motif, cat#, lot#10918010)"
GSE139190,H3K27Ac_rep2_HEK293_ChIPsep,GSM4133288,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human embryonic kidney cell-line 293,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133288_YET160_rep2_HEK293_H3K27Ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133288/suppl/GSM4133288_YET160_rep2_HEK293_H3K27Ac.bw,H3K27Ac_rep2_HEK293_ChIPsep,187076546,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070683,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,HEK293,bigwig files for visualization on igv,"H3K27Ac antibody (Active motif, cat#, lot#10918010)"
GSE139190,H3K27Ac_rep1_HepG2_ChIPsep,GSM4133289,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human liver cancer cell-line HepG2,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133289_YET165_rep1_HepG2_H3K27Ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133289/suppl/GSM4133289_YET165_rep1_HepG2_H3K27Ac.bw,H3K27Ac_rep1_HepG2_ChIPsep,153618495,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070682,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,HepG2,bigwig files for visualization on igv,"H3K27Ac antibody (Active motif, cat#, lot#10918010)"
GSE139190,H3K27Ac_rep2_HepG2_ChIPsep,GSM4133290,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human liver cancer cell-line HepG2,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133290_YET166_rep2_HepG2_H3K27Ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133290/suppl/GSM4133290_YET166_rep2_HepG2_H3K27Ac.bw,H3K27Ac_rep2_HepG2_ChIPsep,60791933,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070681,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,HepG2,bigwig files for visualization on igv,"H3K27Ac antibody (Active motif, cat#, lot#10918010)"
GSE139190,H3K27Ac_rep1_K562_ChIPsep,GSM4133291,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human immortalised myelogenous leukemia cell line K562,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133291_YET161_rep1_K562_H3K27Ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133291/suppl/GSM4133291_YET161_rep1_K562_H3K27Ac.bw,H3K27Ac_rep1_K562_ChIPsep,103906768,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070680,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,K562,bigwig files for visualization on igv,"H3K27Ac antibody (Active motif, cat#, lot#10918010)"
GSE139190,H3K27Ac_rep2_K562_ChIPsep,GSM4133292,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human immortalised myelogenous leukemia cell line K562,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133292_YET162_rep2_K562_H3K27Ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133292/suppl/GSM4133292_YET162_rep2_K562_H3K27Ac.bw,H3K27Ac_rep2_K562_ChIPsep,103215128,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070679,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,K562,bigwig files for visualization on igv,"H3K27Ac antibody (Active motif, cat#, lot#10918010)"
GSE139190,Input_rep1_U2OS_ChIPseq,GSM4133293,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human bone osteosarcoma epithelial cells-U2OS,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133293_YET168_Input_U2OS.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133293/suppl/GSM4133293_YET168_Input_U2OS.bw,Input_rep1_U2OS_ChIPseq,365167392,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070678,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,U2OS,bigwig files for visualization on igv,
GSE139190,Input_rep1_HEK293_ChIPseq,GSM4133294,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human embryonic kidney cell-line 293,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133294_YET167_Input_HEK293.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133294/suppl/GSM4133294_YET167_Input_HEK293.bw,Input_rep1_HEK293_ChIPseq,281678269,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070677,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,HEK293,bigwig files for visualization on igv,
GSE139190,Input_rep1_HepG2_ChIPseq,GSM4133295,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human liver cancer cell-line HepG2,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133295_YET170_Input_HepG2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133295/suppl/GSM4133295_YET170_Input_HepG2.bw,Input_rep1_HepG2_ChIPseq,522432598,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070676,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,HepG2,bigwig files for visualization on igv,
GSE139190,Input_rep1_K562_ChIPseq,GSM4133296,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human immortalised myelogenous leukemia cell line K562,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ChIP-seq, chromatin from 1% formaldehyde-fixed cells were fragmented to 200-500 bps by sonication for 5-6 mins using the Branson sonifer SFX250, Sequencing libraries were prepared with 3 ng of each H3K27Ac ChIP DNA and input sample using SMARTer ThruPLEX DNA-seq kit (Takara, Cat# R400675). Libraries were sequenced with single-end (SE) 75 cycles on an Illumina Nextseq 500 system",ChIP-seq reads were aligned to human reference genome hg19 using Burrows-Wheeler Alignment (BWA) tool (PMC2705234). Genome-wide coverage was calculated after extending to 200 bases(approximate fragment size) and averaged over 25 bp windows using igvtools (https://doi.org/10.1093/bib/bbs017). Coverage was then normalized and scaled using RSeqC (http://rseqc.sourceforge.net/#normalize-bigwig-py),GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE139190,0,GSM4133296_YET169_Input_K562.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133296/suppl/GSM4133296_YET169_Input_K562.bw,Input_rep1_K562_ChIPseq,446630499,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070675,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,K562,bigwig files for visualization on igv,
GSE139190,ATACseq_rep1_U2OS,GSM4133297,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human bone osteosarcoma epithelial cells-U2OS,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ATAC-seq, cells (5 x 104) were incubated with DNase I (Worthington cat# LS002007) to remove DNA from dead cells, washed with PBS, resuspended in lysis buffer, and treated with transposase from Nextera DNA sample Prep Kit (Illumina, cat# FC-121-1030)., Libraries were made through adding adpators on purified tagmented DNA, followed by double-sided bead purification. Purified products were sequenced with PE 150 cycles on an Illumina Nextseq500 system",ATAC-seq Reads aligned to hg19 using BWA. Properly aligned reads were filtered to exclude PCR duplicates and processed as previously described (PMC3959825). Read start positions were shifted towards the 3’ end by 4 bp in for reads aligning to plus strand and 5 bp towards the 5’ end for reads aligning to minus strand.,GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE139190,0,GSM4133297_YET97_ATAC_U2OS.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133297/suppl/GSM4133297_YET97_ATAC_U2OS.bw,ATACseq_rep1_U2OS,399064451,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070674,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,U2OS,bigwig files for visualization on igv,
GSE139190,ATACseq_rep2_U2OS,GSM4133298,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human bone osteosarcoma epithelial cells-U2OS,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ATAC-seq, cells (5 x 104) were incubated with DNase I (Worthington cat# LS002007) to remove DNA from dead cells, washed with PBS, resuspended in lysis buffer, and treated with transposase from Nextera DNA sample Prep Kit (Illumina, cat# FC-121-1030)., Libraries were made through adding adpators on purified tagmented DNA, followed by double-sided bead purification. Purified products were sequenced with PE 150 cycles on an Illumina Nextseq500 system",ATAC-seq Reads aligned to hg19 using BWA. Properly aligned reads were filtered to exclude PCR duplicates and processed as previously described (PMC3959825). Read start positions were shifted towards the 3’ end by 4 bp in for reads aligning to plus strand and 5 bp towards the 5’ end for reads aligning to minus strand.,GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE139190,0,GSM4133298_YET125_ATAC_U2OS.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133298/suppl/GSM4133298_YET125_ATAC_U2OS.bw,ATACseq_rep2_U2OS,354597754,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070673,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,U2OS,bigwig files for visualization on igv,
GSE139190,ATACseq_rep1_HEK293,GSM4133299,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human embryonic kidney cell-line 293,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ATAC-seq, cells (5 x 104) were incubated with DNase I (Worthington cat# LS002007) to remove DNA from dead cells, washed with PBS, resuspended in lysis buffer, and treated with transposase from Nextera DNA sample Prep Kit (Illumina, cat# FC-121-1030)., Libraries were made through adding adpators on purified tagmented DNA, followed by double-sided bead purification. Purified products were sequenced with PE 150 cycles on an Illumina Nextseq500 system",ATAC-seq Reads aligned to hg19 using BWA. Properly aligned reads were filtered to exclude PCR duplicates and processed as previously described (PMC3959825). Read start positions were shifted towards the 3’ end by 4 bp in for reads aligning to plus strand and 5 bp towards the 5’ end for reads aligning to minus strand.,GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE139190,0,GSM4133299_YET121_ATAC_HEK293.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133299/suppl/GSM4133299_YET121_ATAC_HEK293.bw,ATACseq_rep1_HEK293,404144564,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070672,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,HEK293,bigwig files for visualization on igv,
GSE139190,ATACseq_rep2_HEK293,GSM4133300,Public on Dec 31 2020,Oct 21 2019,Jan 01 2021,SRA,1,Human embryonic kidney cell-line 293,Homo sapiens,9606,"U2OS cells and HEK293 cells were grown in DMEM supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin until 80% confluent. HepG2 cells  were grown in EMEM with 10% FBS and 1% penicillin and streptomycin. K562 cells were grown in RPMI supplemented with 10% heat-inactivated FBS, 2 mM GlutaMax, and 1% penicillin and streptomycin.",genomic DNA,"For ATAC-seq, cells (5 x 104) were incubated with DNase I (Worthington cat# LS002007) to remove DNA from dead cells, washed with PBS, resuspended in lysis buffer, and treated with transposase from Nextera DNA sample Prep Kit (Illumina, cat# FC-121-1030)., Libraries were made through adding adpators on purified tagmented DNA, followed by double-sided bead purification. Purified products were sequenced with PE 150 cycles on an Illumina Nextseq500 system",ATAC-seq Reads aligned to hg19 using BWA. Properly aligned reads were filtered to exclude PCR duplicates and processed as previously described (PMC3959825). Read start positions were shifted towards the 3’ end by 4 bp in for reads aligning to plus strand and 5 bp towards the 5’ end for reads aligning to minus strand.,GPL18573,"Keith,,Joung",esther.ygt@gmail.com,MGH,149 13th st,Charlestown,MA,02129,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE139190,0,GSM4133300_YET122_ATAC_HEK293.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4133nnn/GSM4133300/suppl/GSM4133300_YET122_ATAC_HEK293.bw,ATACseq_rep2_HEK293,414378698,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13070671,https://www.ncbi.nlm.nih.gov/sra?term,,hg19,native cells,HEK293,bigwig files for visualization on igv,
