GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,cell line,genotype,treatment,time,ATAC-seq reads were aligned to hg19 using Bowtie with the following parameters,Genome_build,Supplementary_files_format_and_content,Sequencing reads were aligned to the hg19 build of the human genome using Bowtie with the following parameters,chip antibody
GSE132430,WTClone2_E2_10D (ATAC-seq),GSM3863163,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863163_WTClone2_E2_10D_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863163/suppl/GSM3863163_WTClone2_E2_10D_stringent_treat_pileup_sorted.bedgraph.gz,WTClone2_E2_10D (ATAC-seq),26442268,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998530,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 2,WT ESR1,10nM E2,10 days,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,WTClone2_E2_15D (ATAC-seq),GSM3863164,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863164_WTClone2_E2_15D_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863164/suppl/GSM3863164_WTClone2_E2_15D_stringent_treat_pileup_sorted.bedgraph.gz,WTClone2_E2_15D (ATAC-seq),19488678,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998529,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 2,WT ESR1,10nM E2,15 days,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,WTClone2_E2_20D (ATAC-seq),GSM3863165,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863165_WTClone2_E2_20D_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863165/suppl/GSM3863165_WTClone2_E2_20D_stringent_treat_pileup_sorted.bedgraph.gz,WTClone2_E2_20D (ATAC-seq),23755864,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998528,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 2,WT ESR1,10nM E2,20 days,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,WTClone2_E2_25D (ATAC-seq),GSM3863166,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863166_WTClone2_E2_25D_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863166/suppl/GSM3863166_WTClone2_E2_25D_stringent_treat_pileup_sorted.bedgraph.gz,WTClone2_E2_25D (ATAC-seq),26064567,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998527,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 2,WT ESR1,10nM E2,25 days,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,D538GClone1_DMSO (ATAC-seq),GSM3863167,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863167_D538GClone1_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863167/suppl/GSM3863167_D538GClone1_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,D538GClone1_DMSO (ATAC-seq),67288369,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998526,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa D538G ESR1 clone 1,D538G ESR1,0.1% DMSO,1 hr,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,D538GClone1_E2 (ATAC-seq),GSM3863168,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863168_D538GClone1_E2_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863168/suppl/GSM3863168_D538GClone1_E2_stringent_treat_pileup_sorted.bedgraph.gz,D538GClone1_E2 (ATAC-seq),77903107,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998525,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa D538G ESR1 clone 1,D538G ESR1,10nM E2,1 hr,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,D538GClone2_DMSO (ATAC-seq),GSM3863169,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863169_D538GClone2_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863169/suppl/GSM3863169_D538GClone2_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,D538GClone2_DMSO (ATAC-seq),175528818,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998524,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa D538G ESR1 clone 2,D538G ESR1,0.1% DMSO,1 hr,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,D538GClone2_E2 (ATAC-seq),GSM3863170,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863170_D538GClone2_E2_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863170/suppl/GSM3863170_D538GClone2_E2_stringent_treat_pileup_sorted.bedgraph.gz,D538GClone2_E2 (ATAC-seq),55125120,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998523,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa D538G ESR1 clone 2,D538G ESR1,10nM E2,1 hr,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,D538GClone3_DMSO (ATAC-seq),GSM3863171,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863171_D538GClone3_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863171/suppl/GSM3863171_D538GClone3_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,D538GClone3_DMSO (ATAC-seq),114334464,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998522,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa D538G ESR1 clone 3,D538G ESR1,0.1% DMSO,1 hr,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,D538GClone3_E2 (ATAC-seq),GSM3863172,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,"Media was changed 1 day prior to inductions and cells were treated with either DMSO (vehicle) or 10 nM (estradiol) E2 for 1 hour or 8 hours. For prolonged estrogen samples, wildtype cell lines were cultured in phenol-red free RPMI with 10% charcoal-dextran stripped fetal bovine serum and 1% pen-strep for up to 25 days. Cells were treated with 10 nM E2 every 2 days with media changes, and cell lysates were collected at the following time points: day 10, day 15, day 20, day 25.","Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"After treatments, cells were trypsinized and isolated by centrifugation., ATAC-seq was performed as originally described in Buenrostro et al. 2013","Sam files were converted to bam files and sorted with Samtools., Macs2 was used to call peaks without an input control but with a p-value cutoff of 1*10-10., We used featureCounts from the Subread package in R to quantify reads that aligned to ATAC-seq peaks called ., Reads were normalized and analyzed for differential enrichment using the DESeq2 package for R.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE132424, GSE132430",0,GSM3863172_D538GClone3_E2_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863172/suppl/GSM3863172_D538GClone3_E2_stringent_treat_pileup_sorted.bedgraph.gz,D538GClone3_E2 (ATAC-seq),103666857,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998521,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa D538G ESR1 clone 3,D538G ESR1,10nM E2,1 hr,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19,Bedgraph files,,
GSE132430,WTClone1_Rep1_E2 (ChIP-seq),GSM3863225,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863225_WTClone1_Rep1_E2_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863225/suppl/GSM3863225_WTClone1_Rep1_E2_stringent_peaks.narrowPeak.gz,WTClone1_Rep1_E2 (ChIP-seq),228575,NARROWPEAK,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998545,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 1,WT ESR1,10nM E2,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
