GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_treatment_protocol_ch1,BioSample,SRA,disease,germ layer,Transcript abundances were  quantified using kallisto (version 0.43.0; non-default parameters,"To visualize RNA-seq data as signal tracks, down-sampled FASTQ files were aligned to the hg19 genome using HiSat2 (version 2.0.5; non-default parameters",Genome_build,Adaptor sequences were trimmed using cutadapt in paired-end mode (non-default parameters,peaks were called using MACS28 (non-default parameters,Illumina TruSeq adaptor sequences were trimmed using cutadapt in paired-end mode (non-default parameters,Supplementary_files_format_and_content,Reads were aligned to hg19 using bowtie (version 0.12.8; non-default parameters
GSE134745,RNA-Seq_MSFIB-2,GSM3965488,Public on Jul 23 2020,Jul 23 2019,Sep 24 2020,SRA,1,skin; fibroblast,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965488_RNA-Signal_MSFIB-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965488/suppl/GSM3965488_RNA-Signal_MSFIB-2.bw,RNA-Seq_MSFIB-2,160418324,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345794,https://www.ncbi.nlm.nih.gov/sra?term,normal,Mesoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_MSIPS-1,GSM3965489,Public on Jul 23 2020,Jul 23 2019,Sep 24 2020,SRA,1,iPS Line,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965489_RNA-Signal_MSIPS-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965489/suppl/GSM3965489_RNA-Signal_MSIPS-1.bw,RNA-Seq_MSIPS-1,234690430,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345793,https://www.ncbi.nlm.nih.gov/sra?term,normal,Primitive,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_MSIPS-2,GSM3965490,Public on Jul 23 2020,Jul 23 2019,Sep 24 2020,SRA,1,iPS Line,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965490_RNA-Signal_MSIPS-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965490/suppl/GSM3965490_RNA-Signal_MSIPS-2.bw,RNA-Seq_MSIPS-2,227677096,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345792,https://www.ncbi.nlm.nih.gov/sra?term,normal,Primitive,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_MSLCL-1,GSM3965491,Public on Jul 23 2020,Jul 23 2019,Sep 24 2020,SRA,1,B cell; lymphoblastoid,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965491_RNA-Signal_MSLCL-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965491/suppl/GSM3965491_RNA-Signal_MSLCL-1.bw,RNA-Seq_MSLCL-1,236488304,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345791,https://www.ncbi.nlm.nih.gov/sra?term,Immortalized with EBV,Mesoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_MSLCL-2,GSM3965492,Public on Jul 23 2020,Jul 23 2019,Sep 24 2020,SRA,1,B cell; lymphoblastoid,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965492_RNA-Signal_MSLCL-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965492/suppl/GSM3965492_RNA-Signal_MSLCL-2.bw,RNA-Seq_MSLCL-2,246985116,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345790,https://www.ncbi.nlm.nih.gov/sra?term,Immortalized with EBV,Mesoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_NCI-H1437-1,GSM3965493,Public on Jul 23 2020,Jul 23 2019,Sep 24 2020,SRA,1,lung; metastatic site to pleural effusion,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965493_RNA-Signal_H1437-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965493/suppl/GSM3965493_RNA-Signal_H1437-1.bw,RNA-Seq_NCI-H1437-1,142990284,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345789,https://www.ncbi.nlm.nih.gov/sra?term,adenocarcinoma; non-small cell lung cancer,Endoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_NCI-H1437-2,GSM3965494,Public on Jul 23 2020,Jul 23 2019,Sep 24 2020,SRA,1,lung; metastatic site to pleural effusion,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965494_RNA-Signal_H1437-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965494/suppl/GSM3965494_RNA-Signal_H1437-2.bw,RNA-Seq_NCI-H1437-2,159227037,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345788,https://www.ncbi.nlm.nih.gov/sra?term,adenocarcinoma; non-small cell lung cancer,Endoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_NP-1,GSM3965495,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Neural progenitor,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965495_RNA-Signal_NP-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965495/suppl/GSM3965495_RNA-Signal_NP-1.bw,RNA-Seq_NP-1,247277460,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345787,https://www.ncbi.nlm.nih.gov/sra?term,normal,Ectoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_NP-2,GSM3965496,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Neural progenitor,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965496_RNA-Signal_NP-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965496/suppl/GSM3965496_RNA-Signal_NP-2.bw,RNA-Seq_NP-2,221230249,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345786,https://www.ncbi.nlm.nih.gov/sra?term,normal,Ectoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_SU-DHL-2-1,GSM3965497,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Lymph node; metastatic to peritoneal effusion,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965497_RNA-Signal_SU-DHL-2-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965497/suppl/GSM3965497_RNA-Signal_SU-DHL-2-1.bw,RNA-Seq_SU-DHL-2-1,235514730,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345785,https://www.ncbi.nlm.nih.gov/sra?term,large cell lymphoma; histiocytic,Mesoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_SU-DHL-2-2,GSM3965498,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Lymph node; metastatic to peritoneal effusion,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965498_RNA-Signal_SU-DHL-2-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965498/suppl/GSM3965498_RNA-Signal_SU-DHL-2-2.bw,RNA-Seq_SU-DHL-2-2,224929080,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345784,https://www.ncbi.nlm.nih.gov/sra?term,large cell lymphoma; histiocytic,Mesoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_SU-DHL-4-1,GSM3965499,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,B lymphocyte; metastatic to peritoneal effusion,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965499_RNA-Signal_SU-DHL-4-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965499/suppl/GSM3965499_RNA-Signal_SU-DHL-4-1.bw,RNA-Seq_SU-DHL-4-1,181553055,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345783,https://www.ncbi.nlm.nih.gov/sra?term,large cell lymphoma,Mesoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,RNA-Seq_SU-DHL-4-2,GSM3965500,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,B lymphocyte; metastatic to peritoneal effusion,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"RNA samples were extracted using the Qiagen All-Prep kit per manufacturer instructions., Libraries were prepared from total RNA using the TruSeq Stranded Total RNA Library Prep Kit per manufacturer instructions. All libraries were sequenced on the Illumina Hiseq 4000",FASTQ files were downsampled to 60 million reads,GPL20301,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 4000,cDNA,genomic,RNA-Seq,"GSE134743, GSE134745",0,GSM3965500_RNA-Signal_SU-DHL-4-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965500/suppl/GSM3965500_RNA-Signal_SU-DHL-4-2.bw,RNA-Seq_SU-DHL-4-2,215167803,BW,,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345757,https://www.ncbi.nlm.nih.gov/sra?term,large cell lymphoma,Mesoderm,"--bias). Transcript sequences (i.e., target sequences) were obtained from Gencode (Release 25; lifted to GRCh37 coordinates).","-X 1000 --fr --no-mixed --no-discordant)7, after which genome-wide coverage tracks were produced using bedtools (bedtools genomecov -bga -split -ibam). Coverage values were scaled by a constant factor (109/total # of reads) to account for differences in sequencing depth.",hg19,,,,,
GSE134745,H3K27ac_ARPE-19-1,GSM3965501,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,retinal pigmented epithelium,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965501_H3K27ac_ARPE-19-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965501/suppl/GSM3965501_H3K27ac_ARPE-19-1.bw,H3K27ac_ARPE-19-1,1047159649,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345756,https://www.ncbi.nlm.nih.gov/sra?term,normal,Ectoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_ARPE-19-2,GSM3965502,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,retinal pigmented epithelium,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965502_H3K27ac_ARPE-19-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965502/suppl/GSM3965502_H3K27ac_ARPE-19-2.bw,H3K27ac_ARPE-19-2,988812977,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345755,https://www.ncbi.nlm.nih.gov/sra?term,normal,Ectoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_DU145-1,GSM3965503,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,prostate; metastatic to brain,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965503_H3K27ac_DU145-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965503/suppl/GSM3965503_H3K27ac_DU145-1.bw,H3K27ac_DU145-1,1488057592,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345754,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_DU145-2,GSM3965504,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,prostate; metastatic to brain,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965504_H3K27ac_DU145-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965504/suppl/GSM3965504_H3K27ac_DU145-2.bw,H3K27ac_DU145-2,1143365827,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345753,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
