GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Genome_build,Supplementary_files_format_and_content,tissue,chip antibody,chip antibody vendor,chip antibody cat.#,chip antibody lot/batch#,BioSample,SRA
GSE130408,FOXA1_UW_PDX_58,GSM4569896,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_58,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569896_FOXA1_UW_PDX_58.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569896/suppl/GSM4569896_FOXA1_UW_PDX_58.bw,FOXA1_UW_PDX_58,155135342,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA2,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032427,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_70,GSM4569897,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_70,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569897_FOXA1_UW_PDX_70.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569897/suppl/GSM4569897_FOXA1_UW_PDX_70.bw,FOXA1_UW_PDX_70,143619368,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA3,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032426,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_77,GSM4569898,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_77,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569898_FOXA1_UW_PDX_77.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569898/suppl/GSM4569898_FOXA1_UW_PDX_77.bw,FOXA1_UW_PDX_77,146326328,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA4,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032425,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_78,GSM4569899,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_78,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569899_FOXA1_UW_PDX_78.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569899/suppl/GSM4569899_FOXA1_UW_PDX_78.bw,FOXA1_UW_PDX_78,149919820,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA5,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032424,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_81,GSM4569900,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_81,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569900_FOXA1_UW_PDX_81.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569900/suppl/GSM4569900_FOXA1_UW_PDX_81.bw,FOXA1_UW_PDX_81,145352789,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA6,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032423,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_92,GSM4569901,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_92,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569901_FOXA1_UW_PDX_92.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569901/suppl/GSM4569901_FOXA1_UW_PDX_92.bw,FOXA1_UW_PDX_92,154007406,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA7,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032422,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_136,GSM4569902,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_136,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569902_FOXA1_UW_PDX_136.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569902/suppl/GSM4569902_FOXA1_UW_PDX_136.bw,FOXA1_UW_PDX_136,154619458,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA8,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032421,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_141,GSM4569903,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_141,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569903_FOXA1_UW_PDX_141.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569903/suppl/GSM4569903_FOXA1_UW_PDX_141.bw,FOXA1_UW_PDX_141,142823364,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA9,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032420,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_167,GSM4569904,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_167,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569904_FOXA1_UW_PDX_167.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569904/suppl/GSM4569904_FOXA1_UW_PDX_167.bw,FOXA1_UW_PDX_167,146407129,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA10,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032419,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_170-2,GSM4569905,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_170_2,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569905_FOXA1_UW_PDX_170-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569905/suppl/GSM4569905_FOXA1_UW_PDX_170-2.bw,FOXA1_UW_PDX_170-2,154938776,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA11,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032418,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_170-3,GSM4569906,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_170_3,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569906_FOXA1_UW_PDX_170-3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569906/suppl/GSM4569906_FOXA1_UW_PDX_170-3.bw,FOXA1_UW_PDX_170-3,152949883,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA12,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032467,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_189-3,GSM4569907,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_189_3,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569907_FOXA1_UW_PDX_189-3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569907/suppl/GSM4569907_FOXA1_UW_PDX_189-3.bw,FOXA1_UW_PDX_189-3,90049400,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA13,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032466,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_189-4,GSM4569908,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_189_4,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569908_FOXA1_UW_PDX_189-4.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569908/suppl/GSM4569908_FOXA1_UW_PDX_189-4.bw,FOXA1_UW_PDX_189-4,148322714,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA14,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032465,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,FOXA1_UW_PDX_86-2,GSM4569909,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",FOXA1_PDX_86_2,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569909_FOXA1_UW_PDX_86-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569909/suppl/GSM4569909_FOXA1_UW_PDX_86-2.bw,FOXA1_UW_PDX_86-2,151476278,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,CRPC pdx,FOXA15,Abcam,ab23738,GR 176970-2,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032464,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,HOXB13_DF_2078_N,GSM4569910,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",HOXB13_2078_N,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569910_HOXB13_DF_2078_N.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569910/suppl/GSM4569910_HOXB13_DF_2078_N.bw,HOXB13_DF_2078_N,100725959,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032463,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,HOXB13_DF_2480_N,GSM4569911,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",HOXB13_2480_N,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569911_HOXB13_DF_2480_N.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569911/suppl/GSM4569911_HOXB13_DF_2480_N.bw,HOXB13_DF_2480_N,84961129,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032462,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,HOXB13_DF_2483_N,GSM4569912,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",HOXB13_2483_N,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569912_HOXB13_DF_2483_N.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569912/suppl/GSM4569912_HOXB13_DF_2483_N.bw,HOXB13_DF_2483_N,369613351,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032461,https://www.ncbi.nlm.nih.gov/sra?term
GSE130408,HOXB13_DF_2484_N,GSM4569913,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,"One (histone ChIP) or three (transcription factor ChIP) 2 mm2 frozen cores were pulverized using the Covaris CryoPrep system. Tissue was fixed using 1% formaldehyde and chromatin sheared to 300-500 bp in size using the Covaris E220 ultrasonicator. Resulting chromatin was incubated overnight with indicated antibodies. Purified immunoprecipitates were isolated and quantified by Qubit fluorometer., DNA sequencing libraries were prepared using the ThruPLEX-FD Prep kit (Rubicon Genomics). Libraries were sequenced using 75-bp reads on the Illumina platform at the Dana-Farber Cancer Institute.",HOXB13_2484_N,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130408,0,GSM4569913_HOXB13_DF_2484_N.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569913/suppl/GSM4569913_HOXB13_DF_2484_N.bw,HOXB13_DF_2484_N,267405382,BW,hg19,bw files were generated using MACS2 using the chilin pipeline,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032460,https://www.ncbi.nlm.nih.gov/sra?term
