GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Genome_build,Supplementary_files_format_and_content,cell line,parental or metastasis?,metastatic site,grown_in_culture,dissociation_protocol,generation,BioSample,SRA
GSE112852,ATAC-seq_Brx07_lung_mets_30_2,GSM3089847,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,lung,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X07lung.30.2","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089847_07lung.30.2_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089847/suppl/GSM3089847_07lung.30.2_peaks.narrowPeak.gz,ATAC-seq_Brx07_lung_mets_30_2,951706,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx07,metastatic sample,lung,yes,lungdisso,2,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896843,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx07_lung_mets_71_1,GSM3089848,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,lung,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X07lung.71.1","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089848_07lung.71.2_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089848/suppl/GSM3089848_07lung.71.2_peaks.narrowPeak.gz,ATAC-seq_Brx07_lung_mets_71_1,378292,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx07,metastatic sample,lung,yes,lungdisso,1,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896842,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx07_lung_mets_77_1,GSM3089849,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,lung,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X07lung.77.1","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089849_07lung.77.1_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089849/suppl/GSM3089849_07lung.77.1_peaks.narrowPeak.gz,ATAC-seq_Brx07_lung_mets_77_1,809594,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx07,metastatic sample,lung,yes,lungdisso,1,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896928,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx07_ovary_mets_12_1,GSM3089850,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,ovary,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X07ovar.12.1","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089850_07ovar.12.1_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089850/suppl/GSM3089850_07ovar.12.1_peaks.narrowPeak.gz,ATAC-seq_Brx07_ovary_mets_12_1,778565,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx07,metastatic sample,ovary,yes,lungdisso,1,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896927,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx07_ovary_mets_24_2,GSM3089851,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,ovary,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X07ovar.24.2","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089851_07ovar.24.2_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089851/suppl/GSM3089851_07ovar.24.2_peaks.narrowPeak.gz,ATAC-seq_Brx07_ovary_mets_24_2,1109738,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx07,metastatic sample,ovary,no,lungdisso,2,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896926,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx07_ovary_mets_27_2,GSM3089852,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,ovary,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X07ovar.27.2","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089852_07ovar.27.2_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089852/suppl/GSM3089852_07ovar.27.2_peaks.narrowPeak.gz,ATAC-seq_Brx07_ovary_mets_27_2,1013560,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx07,metastatic sample,ovary,no,lungdisso,2,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896925,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx07_ovary_mets_28_2,GSM3089853,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,ovary,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X07ovar.28.2","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089853_07ovar.28.2_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089853/suppl/GSM3089853_07ovar.28.2_peaks.narrowPeak.gz,ATAC-seq_Brx07_ovary_mets_28_2,799325,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx07,metastatic sample,ovary,no,lungdisso,2,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896924,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx07_ovary_mets_30_2,GSM3089854,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,ovary,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X07ovar.30.2","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089854_07ovar.30.2_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089854/suppl/GSM3089854_07ovar.30.2_peaks.narrowPeak.gz,ATAC-seq_Brx07_ovary_mets_30_2,659806,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx07,metastatic sample,ovary,no,lungdisso,2,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896906,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx42_parental_CTC_Rep1,GSM3089855,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,culture,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","parental CTC, X42H","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089855_42H_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089855/suppl/GSM3089855_42H_peaks.narrowPeak.gz,ATAC-seq_Brx42_parental_CTC_Rep1,870155,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx42,parental CTC,n/a,yes,NA,NA,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896905,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx42_parental_CTC_disso_Rep3,GSM3089856,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,culture,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","parental CTC undergone dissociation protocol, X42HD.R1","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089856_42HD.R1_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089856/suppl/GSM3089856_42HD.R1_peaks.narrowPeak.gz,ATAC-seq_Brx42_parental_CTC_disso_Rep3,914988,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx42,parental CTC undergone dissociation protocol,n/a,yes,braindisso,NA,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896904,https://www.ncbi.nlm.nih.gov/sra?term
