GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sequencing reads were aligned to the hg19 build of the human genome using Bowtie with the following parameters,Genome_build,Supplementary_files_format_and_content,BioSample,SRA,parental cell line,esr1 genotype,treatment,lab of origin
GSE148278,T47D_D538G_clone2_DMSO_ATACseq,GSM4459512,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459512_T47D_D538G_clone2_DMSO_ATACseq_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459512/suppl/GSM4459512_T47D_D538G_clone2_DMSO_ATACseq_stringent_peaks.narrowPeak.gz,T47D_D538G_clone2_DMSO_ATACseq,535238,NARROWPEAK,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556298,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,D538G,0.1% DMSO 1hr,Gertz
GSE148278,T47D_D538G_clone2_DMSO_ATACseq,GSM4459512,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459512_T47D_D538G_clone2_DMSO_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459512/suppl/GSM4459512_T47D_D538G_clone2_DMSO_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,T47D_D538G_clone2_DMSO_ATACseq,31654873,TXT,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556298,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,D538G,0.1% DMSO 1hr,Gertz
GSE148278,T47D_WT_clone1_E2_ATACseq,GSM4459513,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459513_T47D_WT_clone1_E2_ATACseq_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459513/suppl/GSM4459513_T47D_WT_clone1_E2_ATACseq_stringent_peaks.narrowPeak.gz,T47D_WT_clone1_E2_ATACseq,322298,NARROWPEAK,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556297,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,WT,10 nM E2 1hr,Gertz
GSE148278,T47D_WT_clone1_E2_ATACseq,GSM4459513,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459513_T47D_WT_clone1_E2_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459513/suppl/GSM4459513_T47D_WT_clone1_E2_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,T47D_WT_clone1_E2_ATACseq,20241373,TXT,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556297,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,WT,10 nM E2 1hr,Gertz
GSE148278,T47D_WT_clone2_E2_ATACseq,GSM4459514,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459514_T47D_WT_clone2_E2_ATACseq_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459514/suppl/GSM4459514_T47D_WT_clone2_E2_ATACseq_stringent_peaks.narrowPeak.gz,T47D_WT_clone2_E2_ATACseq,589501,NARROWPEAK,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556325,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,WT,10 nM E2 1hr,Gertz
GSE148278,T47D_WT_clone2_E2_ATACseq,GSM4459514,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459514_T47D_WT_clone2_E2_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459514/suppl/GSM4459514_T47D_WT_clone2_E2_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,T47D_WT_clone2_E2_ATACseq,30983543,TXT,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556325,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,WT,10 nM E2 1hr,Gertz
GSE148278,T47D_Y537S_clone1_E2_ATACseq,GSM4459515,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459515_T47D_Y537S_clone1_E2_ATACseq_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459515/suppl/GSM4459515_T47D_Y537S_clone1_E2_ATACseq_stringent_peaks.narrowPeak.gz,T47D_Y537S_clone1_E2_ATACseq,775589,NARROWPEAK,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556324,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,Y537S,10 nM E2 1hr,Gertz
GSE148278,T47D_Y537S_clone1_E2_ATACseq,GSM4459515,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459515_T47D_Y537S_clone1_E2_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459515/suppl/GSM4459515_T47D_Y537S_clone1_E2_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,T47D_Y537S_clone1_E2_ATACseq,49623552,TXT,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556324,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,Y537S,10 nM E2 1hr,Gertz
GSE148278,T47D_Y537S_clone2_E2_ATACseq,GSM4459516,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459516_T47D_Y537S_clone2_E2_ATACseq_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459516/suppl/GSM4459516_T47D_Y537S_clone2_E2_ATACseq_stringent_peaks.narrowPeak.gz,T47D_Y537S_clone2_E2_ATACseq,491374,NARROWPEAK,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556323,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,Y537S,10 nM E2 1hr,Gertz
GSE148278,T47D_Y537S_clone2_E2_ATACseq,GSM4459516,Public on Apr 08 2020,Apr 07 2020,Apr 09 2020,SRA,1,mammary gland ductal carcinoma,Homo sapiens,9606,"After 5 days of estrogen deprivation, cells were treated with 0.1% DMSO as a vehicle control (Fisher Scientific) or 10nM E2 (Sigma-Aldrich) for 1 hour.","WT and mutant T-47D cells were grown in RPMI 1640 media (Thermo Fisher Scientific) supplemented with 10% fetal bovine serum (Sigma-Aldrich) and 1% penicillin-streptomycin (Thermo Fisher Scientific) (full media). MCF-7 WT and mutant cells were grown in Minimum Essential Media (MEM, Thermo Fisher Scientific) with 5% fetal bovine serum, 1% penicillin-streptomycin, 1x final concentration non-essential amino acids (NEAA, Thermo Fisher Scientific), and 1nM final concentration insulin (Sigma-Aldrich) (full media). Cells were grown at 37°C with 5% CO2. Five days before all experiments requiring a 17beta-estradiol (E2) induction, cells were placed in hormone-depleted media. Hormone-depleted media consisted of phenol-red free MEM (Thermo Fisher Scientific), 5% charcoal-stripped fetal bovine serum (Thermo Fisher Scientific), 1% penicillin-streptomycin, and NEAA and insulin as described above for MCF-7 cells and phenol-red free RPMI (Thermo Fisher Scientific), 10% charcoal-stripped fetal bovine serum, and 1% penicillin-streptomycin for T-47D cells. Hormone-depleted media was changed twice during each 5-day estrogen-deprivation period in order to ensure complete removal of estrogens from the media.",genomic DNA,"For each of the clones, approximately 250,000 cells were lysed and nuclei were harvested for transposition as described previously (Buenrostro et al., 2013). Tn5 transposase with Illumina adapters was assembled as previously described (Picelli et al., 2014)., ATAC-seq libraries were prepared as previously described (Buenrostro et al., 2013).","MACS2 was used to call peaks with a p-value cutoff of 0.05 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,University of Utah,1950 Cir of Hope Dr,Salt Lake City,UT,84112,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE148278, GSE148279",0,GSM4459516_T47D_Y537S_clone2_E2_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4459nnn/GSM4459516/suppl/GSM4459516_T47D_Y537S_clone2_E2_ATACseq_stringent_treat_pileup_sorted.bdg.txt.gz,T47D_Y537S_clone2_E2_ATACseq,32725797,TXT,-m 1 -t --best -q -S -I 32 -e 80 -n 2.,hg19 (GRCh37),narrowPeak files (from MACS2),https://www.ncbi.nlm.nih.gov/biosample/SAMN14556323,https://www.ncbi.nlm.nih.gov/sra?term,T-47D,Y537S,10 nM E2 1hr,Gertz
