GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,source type,Genome_build,BioSample,source_type,chip antibody,Supplementary_files_format_and_content,SRA
GSE94278,ATAC-seq in MSCs infected with control (rep1),GSM2472047,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"5x10^4 cells for each condition were first incubated in hypotonic buffer then resuspended in lysis buffer, centrifugated and resuspended in Transposase reaction mix for additional 30 min at 37C, following manufacturer recommendations (Nextera DNA sample Prep Kit, Illumina)., DNA was purified and adaptor sequences were added to the fragmented DNA by PCR to construct Illumina sequencing libraries. Purified PCR products were sequenced using the Illumina Nextseq device.",MSC1.control.ATACseq,Reads were aligned to hg19 using bwa. Reads that aligned in the proper orientation and on the same chromosome were then filtered to exclude PCR duplicates. Signal densities were calculated over a sliding 150 bp window at 20 bp steps and normalized to 10M reads in each experiment,GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE94272, GSE94278",0,GSM2472047_MSC1.control.ATACseq.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472047/suppl/GSM2472047_MSC1.control.ATACseq.bw,ATAC-seq in MSCs infected with control (rep1),429575346,BW,primary tissue,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281695,,,,
GSE94278,ATAC-seq in MSCs infected with EWSFLI1 (rep1),GSM2472048,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"5x10^4 cells for each condition were first incubated in hypotonic buffer then resuspended in lysis buffer, centrifugated and resuspended in Transposase reaction mix for additional 30 min at 37C, following manufacturer recommendations (Nextera DNA sample Prep Kit, Illumina)., DNA was purified and adaptor sequences were added to the fragmented DNA by PCR to construct Illumina sequencing libraries. Purified PCR products were sequenced using the Illumina Nextseq device.",MSC1.EWSFLI1.ATACseq,Reads were aligned to hg19 using bwa. Reads that aligned in the proper orientation and on the same chromosome were then filtered to exclude PCR duplicates. Signal densities were calculated over a sliding 150 bp window at 20 bp steps and normalized to 10M reads in each experiment,GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE94272, GSE94278",0,GSM2472048_MSC1.EWSFLI1.ATACseq.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472048/suppl/GSM2472048_MSC1.EWSFLI1.ATACseq.bw,ATAC-seq in MSCs infected with EWSFLI1 (rep1),409487883,BW,primary tissue,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281693,,,,
GSE94278,ATAC-seq in MSCs infected with wild-type FLI1 (rep1),GSM2472049,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"5x10^4 cells for each condition were first incubated in hypotonic buffer then resuspended in lysis buffer, centrifugated and resuspended in Transposase reaction mix for additional 30 min at 37C, following manufacturer recommendations (Nextera DNA sample Prep Kit, Illumina)., DNA was purified and adaptor sequences were added to the fragmented DNA by PCR to construct Illumina sequencing libraries. Purified PCR products were sequenced using the Illumina Nextseq device.",MSC1.FLI1.ATACseq,Reads were aligned to hg19 using bwa. Reads that aligned in the proper orientation and on the same chromosome were then filtered to exclude PCR duplicates. Signal densities were calculated over a sliding 150 bp window at 20 bp steps and normalized to 10M reads in each experiment,GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE94272, GSE94278",0,GSM2472049_MSC1.FLI1.ATACseq.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472049/suppl/GSM2472049_MSC1.FLI1.ATACseq.bw,ATAC-seq in MSCs infected with wild-type FLI1 (rep1),414306135,BW,primary tissue,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281692,,,,
GSE94278,HA ChIP-seq in A673 cell line infected with GFP,GSM2472081,Public on Aug 24 2017,Jan 30 2017,May 15 2019,SRA,1,A673,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",A673.GFP.HA,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472081_A673.GFP.HA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472081/suppl/GSM2472081_A673.GFP.HA.bw,HA ChIP-seq in A673 cell line infected with GFP,260729875,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281723,cell line,HA (ROCHE #11867423001),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",https://www.ncbi.nlm.nih.gov/sra?term
GSE94278,HA ChIP-seq in A673 cell line infected with HA-EWSR1,GSM2472082,Public on Aug 24 2017,Jan 30 2017,May 15 2019,SRA,1,A673,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",A673.HA.EWSR1.HA,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472082_A673.HA.EWSR1.HA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472082/suppl/GSM2472082_A673.HA.EWSR1.HA.bw,HA ChIP-seq in A673 cell line infected with HA-EWSR1,268118786,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281722,cell line,HA (ROCHE #11867423001),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",https://www.ncbi.nlm.nih.gov/sra?term
GSE94278,BAF155 ChIP-seq in MSC1 infected with control,GSM2472083,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.control.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472083_MSC1.control.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472083/suppl/GSM2472083_MSC1.control.BAF155.bw,BAF155 ChIP-seq in MSC1 infected with control,268493216,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281721,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC1 infected with control,GSM2472084,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.control.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472084_MSC1.control.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472084/suppl/GSM2472084_MSC1.control.FLI1.bw,FLI1 ChIP-seq in MSC1 infected with control,216972285,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281724,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC1 infected with control,GSM2472085,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.control.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472085_MSC1.control.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472085/suppl/GSM2472085_MSC1.control.H3K27ac.bw,H3K27ac ChIP-seq in MSC1 infected with control,159230731,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281720,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,INPUT library in MSC1 infected with control,GSM2472086,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.control.INPUT,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472086_MSC1.control.INPUT.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472086/suppl/GSM2472086_MSC1.control.INPUT.bw,INPUT library in MSC1 infected with control,486324825,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281762,primary tissue,none,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,BAF155 ChIP-seq in MSC1 infected with EWSFLI1,GSM2472087,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.EWSFLI1.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472087_MSC1.EWSFLI1.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472087/suppl/GSM2472087_MSC1.EWSFLI1.BAF155.bw,BAF155 ChIP-seq in MSC1 infected with EWSFLI1,256340514,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281761,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC1 infected with EWSFLI1,GSM2472088,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.EWSFLI1.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472088_MSC1.EWSFLI1.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472088/suppl/GSM2472088_MSC1.EWSFLI1.FLI1.bw,FLI1 ChIP-seq in MSC1 infected with EWSFLI1,196287891,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281760,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC1 infected with EWSFLI1,GSM2472089,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.EWSFLI1.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472089_MSC1.EWSFLI1.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472089/suppl/GSM2472089_MSC1.EWSFLI1.H3K27ac.bw,H3K27ac ChIP-seq in MSC1 infected with EWSFLI1,165517642,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281759,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,INPUT library in MSC1 infected with EWSFLI1,GSM2472090,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.EWSFLI1.INPUT,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472090_MSC1.EWSFLI1.INPUT.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472090/suppl/GSM2472090_MSC1.EWSFLI1.INPUT.bw,INPUT library in MSC1 infected with EWSFLI1,524009934,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281758,primary tissue,none,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,BAF155 ChIP-seq in MSC1 infected with wild-type FLI1,GSM2472091,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.FLI1.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472091_MSC1.FLI1.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472091/suppl/GSM2472091_MSC1.FLI1.BAF155.bw,BAF155 ChIP-seq in MSC1 infected with wild-type FLI1,232288656,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281757,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC1 infected with wild-type FLI1,GSM2472092,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.FLI1.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472092_MSC1.FLI1.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472092/suppl/GSM2472092_MSC1.FLI1.FLI1.bw,FLI1 ChIP-seq in MSC1 infected with wild-type FLI1,202051171,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281756,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC1 infected with wild-type FLI1,GSM2472093,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.FLI1.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472093_MSC1.FLI1.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472093/suppl/GSM2472093_MSC1.FLI1.H3K27ac.bw,H3K27ac ChIP-seq in MSC1 infected with wild-type FLI1,160010936,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281755,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,INPUT library in MSC1 infected with wild-type FLI1,GSM2472094,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC1,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC1.FLI1.INPUT,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472094_MSC1.FLI1.INPUT.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472094/suppl/GSM2472094_MSC1.FLI1.INPUT.bw,INPUT library in MSC1 infected with wild-type FLI1,471576452,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281754,primary tissue,none,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,BAF155 ChIP-seq in MSC2 infected with control,GSM2472095,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.control.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472095_MSC2.control.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472095/suppl/GSM2472095_MSC2.control.BAF155.bw,BAF155 ChIP-seq in MSC2 infected with control,275324715,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281753,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
