GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,cell line,tissue,Genome_build,Supplementary_files_format_and_content
GSE114964,JHUCS_1 ATAC-seq replicate 1,GSM3161716,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Uterine carcinosarcoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161716_JHUCS_1_R1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161716/suppl/GSM3161716_JHUCS_1_R1.bw,JHUCS_1 ATAC-seq replicate 1,156666461,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272140,https://www.ncbi.nlm.nih.gov/sra?term,JHUCS_1,Uterine carcinosarcoma,hg19,bw files were generated using deeptools
GSE114964,JHUCS_1 ATAC-seq replicate 2,GSM3161717,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Uterine carcinosarcoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161717_JHUCS_1_R2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161717/suppl/GSM3161717_JHUCS_1_R2.bw,JHUCS_1 ATAC-seq replicate 2,159841325,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272139,https://www.ncbi.nlm.nih.gov/sra?term,JHUCS_1,Uterine carcinosarcoma,hg19,bw files were generated using deeptools
GSE114964,KLE ATAC-seq replicate 1,GSM3161718,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Endometrial adenocarcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161718_KLE_R1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161718/suppl/GSM3161718_KLE_R1.bw,KLE ATAC-seq replicate 1,124064184,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272138,https://www.ncbi.nlm.nih.gov/sra?term,KLE,Endometrial adenocarcinoma,hg19,bw files were generated using deeptools
GSE114964,KLE ATAC-seq replicate 2,GSM3161719,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Endometrial adenocarcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161719_KLE_R2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161719/suppl/GSM3161719_KLE_R2.bw,KLE ATAC-seq replicate 2,126276881,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272137,https://www.ncbi.nlm.nih.gov/sra?term,KLE,Endometrial adenocarcinoma,hg19,bw files were generated using deeptools
GSE114964,MDA_MB_231 ATAC-seq replicate 1,GSM3161720,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Breast adenocarcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161720_MDA_MB_231_R1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161720/suppl/GSM3161720_MDA_MB_231_R1.bw,MDA_MB_231 ATAC-seq replicate 1,123439512,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272136,https://www.ncbi.nlm.nih.gov/sra?term,MDA_MB_231,Breast adenocarcinoma,hg19,bw files were generated using deeptools
GSE114964,MDA_MB_231 ATAC-seq replicate 2,GSM3161721,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Breast adenocarcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161721_MDA_MB_231_R2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161721/suppl/GSM3161721_MDA_MB_231_R2.bw,MDA_MB_231 ATAC-seq replicate 2,131999788,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272135,https://www.ncbi.nlm.nih.gov/sra?term,MDA_MB_231,Breast adenocarcinoma,hg19,bw files were generated using deeptools
GSE114964,MDA_MB_436 ATAC-seq replicate 1,GSM3161722,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Breast adenocarcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161722_MDA_MB_436_R1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161722/suppl/GSM3161722_MDA_MB_436_R1.bw,MDA_MB_436 ATAC-seq replicate 1,153326064,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272134,https://www.ncbi.nlm.nih.gov/sra?term,MDA_MB_436,Breast adenocarcinoma,hg19,bw files were generated using deeptools
GSE114964,MDA_MB_436 ATAC-seq replicate 2,GSM3161723,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Breast adenocarcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161723_MDA_MB_436_R2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161723/suppl/GSM3161723_MDA_MB_436_R2.bw,MDA_MB_436 ATAC-seq replicate 2,146856929,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272133,https://www.ncbi.nlm.nih.gov/sra?term,MDA_MB_436,Breast adenocarcinoma,hg19,bw files were generated using deeptools
GSE114964,OVCAR8 ATAC-seq replicate 1,GSM3161724,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,High grade ovarian serous adenocarcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161724_OVCAR8_R1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161724/suppl/GSM3161724_OVCAR8_R1.bw,OVCAR8 ATAC-seq replicate 1,141584734,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272132,https://www.ncbi.nlm.nih.gov/sra?term,OVCAR8,High grade ovarian serous adenocarcinoma,hg19,bw files were generated using deeptools
GSE114964,OVCAR8 ATAC-seq replicate 2,GSM3161725,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,High grade ovarian serous adenocarcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161725_OVCAR8_R2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161725/suppl/GSM3161725_OVCAR8_R2.bw,OVCAR8 ATAC-seq replicate 2,123590155,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272131,https://www.ncbi.nlm.nih.gov/sra?term,OVCAR8,High grade ovarian serous adenocarcinoma,hg19,bw files were generated using deeptools
GSE114964,SNU685 ATAC-seq replicate 1,GSM3161726,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Uterine carcinosarcoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161726_SNU685_R1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161726/suppl/GSM3161726_SNU685_R1.bw,SNU685 ATAC-seq replicate 1,148365322,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272130,https://www.ncbi.nlm.nih.gov/sra?term,SNU685,Uterine carcinosarcoma,hg19,bw files were generated using deeptools
GSE114964,SNU685 ATAC-seq replicate 2,GSM3161727,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Uterine carcinosarcoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161727_SNU685_R2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161727/suppl/GSM3161727_SNU685_R2.bw,SNU685 ATAC-seq replicate 2,144575886,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272129,https://www.ncbi.nlm.nih.gov/sra?term,SNU685,Uterine carcinosarcoma,hg19,bw files were generated using deeptools
GSE114964,RL95_2 ATAC-seq replicate 1,GSM3161728,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Endometrial adenosquamous carcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161728_RL95_2_R1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161728/suppl/GSM3161728_RL95_2_R1.bw,RL95_2 ATAC-seq replicate 1,134782171,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272128,https://www.ncbi.nlm.nih.gov/sra?term,RL95_2,Endometrial adenosquamous carcinoma,hg19,bw files were generated using deeptools
GSE114964,RL95_2 ATAC-seq replicate 2,GSM3161729,Public on May 01 2019,May 28 2018,May 01 2019,SRA,1,Endometrial adenosquamous carcinoma,Homo sapiens,9606,"RL95-2 cells were maintained using DMEM:F12 media; Caov3, OVCAR8 cells were maintained using RPMI 1640; AN3CA, Ishikawa, KLE were maintained using EME; SNU685, JHUCS1 cells were maintained using DME:F12; ACI126, ACI158 cells were maintained using DMEM/F-12; MDA-MB-436, MDA-MB-231 cells were maintained using DMEM-HG without 2mM L glutamine.",genomic DNA,"50,000 cells were lysed in ATAC lysis buffer and tagmented (Illumina Nextera DNA Library Preparation Kit). After adding SDS, the samples were purified with 2X Agencourt AMPure XP beads (Beckman Coulter A63881), Samples were amplified using NEBNext Q5 Hot Start HiFi PCR Master Mix. The concentration of samples was checked using PicoGreen and median fragment size was checked using the Agilent D1000 screentape on the Agilent Technologies 2200 TapeStation. Samples were sequenced PE50 on a HiSeq 2500.","Align to hg19 reference genome using Bowtie 1.0.1, Peak calling to generate signal tracks on on individual replicates using macs2 2.1.1.20160309 with options -B -p 1e-2 --shift -100 --extsize 200",GPL16791,"Hatice,Ulku,Osmanbeyoglu",University of Pittsburgh,5117 Centre Ave,Pittsburgh,PA,15213,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,"GSE114964, GSE129339",0,GSM3161729_RL95_2_R2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3161nnn/GSM3161729/suppl/GSM3161729_RL95_2_R2.bw,RL95_2 ATAC-seq replicate 2,138358039,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN09272127,https://www.ncbi.nlm.nih.gov/sra?term,RL95_2,Endometrial adenosquamous carcinoma,hg19,bw files were generated using deeptools
