GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_characteristics_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,Genome_build,Supplementary_files_format_and_content
GSE110633,TALL_JS_11 (polyA+ RNA),GSM3004555,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: HOXA,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004555_sample_11_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004555/suppl/GSM3004555_sample_11_ReadsPerGene.out.tab.gz,TALL_JS_11 (polyA+ RNA),377280,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537185,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_12 (polyA+ RNA),GSM3004556,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TAL,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004556_sample_12_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004556/suppl/GSM3004556_sample_12_ReadsPerGene.out.tab.gz,TALL_JS_12 (polyA+ RNA),380766,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537184,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_13 (polyA+ RNA),GSM3004557,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TAL,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004557_sample_13_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004557/suppl/GSM3004557_sample_13_ReadsPerGene.out.tab.gz,TALL_JS_13 (polyA+ RNA),379327,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537183,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_14 (polyA+ RNA),GSM3004558,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: HOXA,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004558_sample_14_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004558/suppl/GSM3004558_sample_14_ReadsPerGene.out.tab.gz,TALL_JS_14 (polyA+ RNA),387162,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537182,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_15 (polyA+ RNA),GSM3004559,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TAL,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004559_sample_15_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004559/suppl/GSM3004559_sample_15_ReadsPerGene.out.tab.gz,TALL_JS_15 (polyA+ RNA),393677,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537181,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_16 (polyA+ RNA),GSM3004560,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TAL,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004560_sample_16_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004560/suppl/GSM3004560_sample_16_ReadsPerGene.out.tab.gz,TALL_JS_16 (polyA+ RNA),373713,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537180,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_17 (polyA+ RNA),GSM3004561,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: IMM,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004561_sample_17_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004561/suppl/GSM3004561_sample_17_ReadsPerGene.out.tab.gz,TALL_JS_17 (polyA+ RNA),378581,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537179,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_18 (polyA+ RNA),GSM3004562,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: IMM,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004562_sample_18_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004562/suppl/GSM3004562_sample_18_ReadsPerGene.out.tab.gz,TALL_JS_18 (polyA+ RNA),382408,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537178,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_19 (polyA+ RNA),GSM3004563,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TLX,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004563_sample_19_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004563/suppl/GSM3004563_sample_19_ReadsPerGene.out.tab.gz,TALL_JS_19 (polyA+ RNA),376379,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537177,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_20 (polyA+ RNA),GSM3004564,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: IMM,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004564_sample_20_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004564/suppl/GSM3004564_sample_20_ReadsPerGene.out.tab.gz,TALL_JS_20 (polyA+ RNA),383797,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537176,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
