GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,cell type,chip antibody,cell line,treatment,expression,RNA-seq,Genome_build,Supplementary_files_format_and_content,BioSample,SRA
GSE137775,H3K27Ac_ChIPseq 3,GSM4087691,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_Luf_Enzalutamide_H3K27Ac_ChIPseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE137775,0,GSM4087691_K27IP_0202_7.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087691/suppl/GSM4087691_K27IP_0202_7.rep1_treat_pileup.bw,H3K27Ac_ChIPseq 3,226559493,BW,metastatic human prostate cancer cell,"H3K27Ac ( Diagenode, C15410196 )",LNCaP,2.5 uM enzalutamide for  4 days,LNCaP expressing Luciferase,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797692,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,H3K27Ac_ChIPseq 4,GSM4087692,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_CREB5_Enzalutamide_H3K27Ac_ChIPseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE137775,0,GSM4087692_K27IP_0202_8.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087692/suppl/GSM4087692_K27IP_0202_8.rep1_treat_pileup.bw,H3K27Ac_ChIPseq 4,220490796,BW,metastatic human prostate cancer cell,"H3K27Ac ( Diagenode, C15410196 )",LNCaP,2.5 uM enzalutamide for  4 days,LNCaP expressing CREB5,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797691,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,FoxA1_ChIPseq 1,GSM4087693,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_Luf_DMSO_FoxA1_ChIPseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE137775,0,GSM4087693_20180212_0721_JHW_Fxip_5_JH5293_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087693/suppl/GSM4087693_20180212_0721_JHW_Fxip_5_JH5293_treat.bw,FoxA1_ChIPseq 1,193621563,BW,metastatic human prostate cancer cell,"FoxA1 (Abcam, ab23738)",LNCaP,DMSO for 4 days,LNCaP expressing Luciferase,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797690,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,FoxA1_ChIPseq 2,GSM4087694,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_CREB5_DMSO_FoxA1_ChIPseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE137775,0,GSM4087694_20180212_0721_JHW_Fxip_6_JH5293_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087694/suppl/GSM4087694_20180212_0721_JHW_Fxip_6_JH5293_treat.bw,FoxA1_ChIPseq 2,172875004,BW,metastatic human prostate cancer cell,"FoxA1 (Abcam, ab23738)",LNCaP,DMSO for 4 days,LNCaP expressing CREB5,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797689,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,FoxA1_ChIPseq 3,GSM4087695,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_Luf_Enzalutamide_FoxA1_ChIPseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE137775,0,GSM4087695_20180212_0721_JHW_Fxip_7_JH5293_redo_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087695/suppl/GSM4087695_20180212_0721_JHW_Fxip_7_JH5293_redo_treat.bw,FoxA1_ChIPseq 3,156907472,BW,metastatic human prostate cancer cell,"FoxA1 (Abcam, ab23738)",LNCaP,2.5 uM enzalutamide for  4 days,LNCaP expressing Luciferase,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797688,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,FoxA1_ChIPseq 4,GSM4087696,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_CREB5_Enzalutamide_FoxA1_ChIPseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE137775,0,GSM4087696_20180212_0721_JHW_Fxip_8_JH5293_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087696/suppl/GSM4087696_20180212_0721_JHW_Fxip_8_JH5293_treat.bw,FoxA1_ChIPseq 4,173757348,BW,metastatic human prostate cancer cell,"FoxA1 (Abcam, ab23738)",LNCaP,2.5 uM enzalutamide for  4 days,LNCaP expressing CREB5,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797687,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,ATACseq 1,GSM4087697,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_Luf_DMSO_ATACseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE137775,0,GSM4087697_ATAC_seq_5.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087697/suppl/GSM4087697_ATAC_seq_5.rep1_treat_pileup.bw,ATACseq 1,31839280,BW,metastatic human prostate cancer cell,,LNCaP,DMSO for 4 days,LNCaP expressing Luciferase,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797686,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,ATACseq 2,GSM4087698,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_CREB5_DMSO_ATACseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE137775,0,GSM4087698_ATAC_seq_6.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087698/suppl/GSM4087698_ATAC_seq_6.rep1_treat_pileup.bw,ATACseq 2,36848225,BW,metastatic human prostate cancer cell,,LNCaP,DMSO for 4 days,LNCaP expressing CREB5,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797685,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,ATACseq 3,GSM4087699,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_Luf_Enzalutamide_ATACseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE137775,0,GSM4087699_ATAC_seq_7.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087699/suppl/GSM4087699_ATAC_seq_7.rep1_treat_pileup.bw,ATACseq 3,25903305,BW,metastatic human prostate cancer cell,,LNCaP,2.5 uM enzalutamide for  4 days,LNCaP expressing Luciferase,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797684,https://www.ncbi.nlm.nih.gov/sra?term
GSE137775,ATACseq 4,GSM4087700,Public on Sep 21 2019,Sep 20 2019,Sep 22 2019,SRA,1,metastatic lymph node lesion of human prostate cancer,Homo sapiens,9606,LNCaP cells expressing either luciferase or CREB5 were cultured in either 2.5uM enzalutamide or DMSO control for 4 days,"LNCaP cells were maintained in phenol red free RPMI with glutamine and 10% FBS and, subcultured soon after reach 80% confluence.",genomic DNA,"For ChIPseq, Lysates were sonicated,enriched with antibody for ChIP, decrosslinked, purified and prepped as library for the subsequent sequencing. For ATACseq, the purified intact nuclei were treated Transposase, extracted and prepped as library for further sequencing. For RNAseq, extracted RNA using collected from the cells using RNeasy plus kit (74104, Qiagen)  was prepped as library for RNA sequencing., For ChIP seq, samples were prepared as library using using the ThruPLEX-FD Prep Kit (Rubicon Genomics, Ann Arbor, MI) with Illumina indexes. For ATACseq, TN5 (Nextera DNA Library Prep Kit) treated samples were amplified with index_primers and prepped as library.",LNCaP_CREB5_Enzalutamide_ATACseq,"Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used., Gene expression is quantitated with Cufflinks for unsupervised analysis",GPL18573,"Justin,,Hwang",Medical Oncology,Dana farber Cancer Institute,450 Brookline Ave Dana Bldg,Boston,MA,02215,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE137775,0,GSM4087700_ATAC_seq_8.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4087nnn/GSM4087700/suppl/GSM4087700_ATAC_seq_8.rep1_treat_pileup.bw,ATACseq 4,28983839,BW,metastatic human prostate cancer cell,,LNCaP,2.5 uM enzalutamide for  4 days,LNCaP expressing CREB5,aligned with Tophat 2.0.2,hg19,Cuff_Gene_Counts.csv,https://www.ncbi.nlm.nih.gov/biosample/SAMN12797683,https://www.ncbi.nlm.nih.gov/sra?term
