GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,cell line,chip antibody,treatment,Library strategy,Genome_build,Supplementary_files_format_and_content
GSE74180,DTP_TSA_H3K4me3_ChIPseq,GSM1912810,Public on Jul 03 2017,Oct 20 2015,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. DTP_TSA samples were generated by treating DTPs on day 8 of erlotinib treatment with 50 nM TSA for 5 hours.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Cells were fixed with 1% formaldehyde for 15 min and quenched with 0.125 M glycine.  Chromatin was isolated by the addition of lysis buffer, followed by disruption with a Dounce homogenizer. Lysates were sonicated and the DNA sheared to an average length of 300-500 bp., Illumina sequencing libraries were prepared from the ChIP and input DNAs following standard enzymatic steps consisting of end-polishing, dA-addition, and adaptor ligation. The resulting DNA libraries were quantified and sequenced as 150 bp paired-end reads using Illumina’s HiSeq 2500. The average size of the sequenced fragments were around 380 bp.","Sequencing reads were aligned to human genome build hg19 with BWA using default parameters (Li 2013)., Alignments were filtered to extract only reads that belonged to matching pairs; pairs of reads that spanned on the average ~350-400 nt and were in the correct orientation. Read pairs with mapping quality 0 (high quality mappings to multiple locations) were not used for further analysis; in addition, presumptive PCR duplicates and reads that did not pass Illumina’s purity filter were removed., Total number of reads was normalized according to the total number of reads that map to the Drosophila dm3 genome from each sample., H3K9me3 ChIPseq peaks were called with SICER using input files as control (Zang et al., 2009).",GPL16791,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE74179, GSE74180",0,GSM1912810_09_2067Genen_DTP+TSA_H3K4me3_PE150_i93_uniqnorm_signal.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1912nnn/GSM1912810/suppl/GSM1912810_09_2067Genen_DTP+TSA_H3K4me3_PE150_i93_uniqnorm_signal.bw,DTP_TSA_H3K4me3_ChIPseq,54528353,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN04254255,https://www.ncbi.nlm.nih.gov/sra?term,PC9,H3K4me3 (Cell Signaling 9751),8 day 1 μM erlotinib + 5 hour 50 nM TSA,,hg19,Coverage files in bigWig format were generated by extending reads to 380 nt in silico and counting tags for 50-nt bins over the genome. Tab delimited text files report the genomic location along with the average number of tags for each H3K9me3-enriched regions (ChIPseq peaks).
GSE74180,PC9_ChIP_Input,GSM1912811,Public on Jul 03 2017,Oct 20 2015,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. DTP_TSA samples were generated by treating DTPs on day 8 of erlotinib treatment with 50 nM TSA for 5 hours.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Cells were fixed with 1% formaldehyde for 15 min and quenched with 0.125 M glycine.  Chromatin was isolated by the addition of lysis buffer, followed by disruption with a Dounce homogenizer. Lysates were sonicated and the DNA sheared to an average length of 300-500 bp., Illumina sequencing libraries were prepared from the ChIP and input DNAs following standard enzymatic steps consisting of end-polishing, dA-addition, and adaptor ligation. The resulting DNA libraries were quantified and sequenced as 150 bp paired-end reads using Illumina’s HiSeq 2500. The average size of the sequenced fragments were around 380 bp.","Sequencing reads were aligned to human genome build hg19 with BWA using default parameters (Li 2013)., Alignments were filtered to extract only reads that belonged to matching pairs; pairs of reads that spanned on the average ~350-400 nt and were in the correct orientation. Read pairs with mapping quality 0 (high quality mappings to multiple locations) were not used for further analysis; in addition, presumptive PCR duplicates and reads that did not pass Illumina’s purity filter were removed., Total number of reads was normalized according to the total number of reads that map to the Drosophila dm3 genome from each sample., H3K9me3 ChIPseq peaks were called with SICER using input files as control (Zang et al., 2009).",GPL16791,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE74179, GSE74180",0,GSM1912811_10_2067Genen_parental_input_PE150_i94_uniqnorm_signal.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1912nnn/GSM1912811/suppl/GSM1912811_10_2067Genen_parental_input_PE150_i94_uniqnorm_signal.bw,PC9_ChIP_Input,127733061,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN04254256,https://www.ncbi.nlm.nih.gov/sra?term,PC9,none,none,,hg19,Coverage files in bigWig format were generated by extending reads to 380 nt in silico and counting tags for 50-nt bins over the genome. Tab delimited text files report the genomic location along with the average number of tags for each H3K9me3-enriched regions (ChIPseq peaks).
GSE74180,DTP_ChIP_Input,GSM1912812,Public on Jul 03 2017,Oct 20 2015,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. DTP_TSA samples were generated by treating DTPs on day 8 of erlotinib treatment with 50 nM TSA for 5 hours.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Cells were fixed with 1% formaldehyde for 15 min and quenched with 0.125 M glycine.  Chromatin was isolated by the addition of lysis buffer, followed by disruption with a Dounce homogenizer. Lysates were sonicated and the DNA sheared to an average length of 300-500 bp., Illumina sequencing libraries were prepared from the ChIP and input DNAs following standard enzymatic steps consisting of end-polishing, dA-addition, and adaptor ligation. The resulting DNA libraries were quantified and sequenced as 150 bp paired-end reads using Illumina’s HiSeq 2500. The average size of the sequenced fragments were around 380 bp.","Sequencing reads were aligned to human genome build hg19 with BWA using default parameters (Li 2013)., Alignments were filtered to extract only reads that belonged to matching pairs; pairs of reads that spanned on the average ~350-400 nt and were in the correct orientation. Read pairs with mapping quality 0 (high quality mappings to multiple locations) were not used for further analysis; in addition, presumptive PCR duplicates and reads that did not pass Illumina’s purity filter were removed., Total number of reads was normalized according to the total number of reads that map to the Drosophila dm3 genome from each sample., H3K9me3 ChIPseq peaks were called with SICER using input files as control (Zang et al., 2009).",GPL16791,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE74179, GSE74180",0,GSM1912812_11_2067Genen_DTP_input_PE150_i95_uniqnorm_signal.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1912nnn/GSM1912812/suppl/GSM1912812_11_2067Genen_DTP_input_PE150_i95_uniqnorm_signal.bw,DTP_ChIP_Input,129670032,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN04254243,https://www.ncbi.nlm.nih.gov/sra?term,PC9,none,8 day 1 μM erlotinib,,hg19,Coverage files in bigWig format were generated by extending reads to 380 nt in silico and counting tags for 50-nt bins over the genome. Tab delimited text files report the genomic location along with the average number of tags for each H3K9me3-enriched regions (ChIPseq peaks).
GSE74180,DTP_TSA_ChIP_Input,GSM1912813,Public on Jul 03 2017,Oct 20 2015,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. DTP_TSA samples were generated by treating DTPs on day 8 of erlotinib treatment with 50 nM TSA for 5 hours.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Cells were fixed with 1% formaldehyde for 15 min and quenched with 0.125 M glycine.  Chromatin was isolated by the addition of lysis buffer, followed by disruption with a Dounce homogenizer. Lysates were sonicated and the DNA sheared to an average length of 300-500 bp., Illumina sequencing libraries were prepared from the ChIP and input DNAs following standard enzymatic steps consisting of end-polishing, dA-addition, and adaptor ligation. The resulting DNA libraries were quantified and sequenced as 150 bp paired-end reads using Illumina’s HiSeq 2500. The average size of the sequenced fragments were around 380 bp.","Sequencing reads were aligned to human genome build hg19 with BWA using default parameters (Li 2013)., Alignments were filtered to extract only reads that belonged to matching pairs; pairs of reads that spanned on the average ~350-400 nt and were in the correct orientation. Read pairs with mapping quality 0 (high quality mappings to multiple locations) were not used for further analysis; in addition, presumptive PCR duplicates and reads that did not pass Illumina’s purity filter were removed., Total number of reads was normalized according to the total number of reads that map to the Drosophila dm3 genome from each sample., H3K9me3 ChIPseq peaks were called with SICER using input files as control (Zang et al., 2009).",GPL16791,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE74179, GSE74180",0,GSM1912813_12_2067Genen_DTP+TSA_input_PE150_i96_uniqnorm_signal.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1912nnn/GSM1912813/suppl/GSM1912813_12_2067Genen_DTP+TSA_input_PE150_i96_uniqnorm_signal.bw,DTP_TSA_ChIP_Input,130915789,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN04254242,https://www.ncbi.nlm.nih.gov/sra?term,PC9,none,8 day 1 μM erlotinib + 5 hour 50 nM TSA,,hg19,Coverage files in bigWig format were generated by extending reads to 380 nt in silico and counting tags for 50-nt bins over the genome. Tab delimited text files report the genomic location along with the average number of tags for each H3K9me3-enriched regions (ChIPseq peaks).
GSE74180,1a: PC9_OCSA ATAC-seq,GSM2692559,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692559_1a_PC9_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692559/suppl/GSM2692559_1a_PC9_OCSA.bw,1a: PC9_OCSA ATAC-seq,60963278,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312233,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,DMSO,,hg19,BED 
GSE74180,1a: PC9_OCSA ATAC-seq,GSM2692559,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692559_1a_PC9_OCSA_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692559/suppl/GSM2692559_1a_PC9_OCSA_peaks.bed.gz,1a: PC9_OCSA ATAC-seq,594054,BED,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312233,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,DMSO,,hg19,BED 
GSE74180,1b: PC9_OCSA ATAC-seq,GSM2692560,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692560_1b_PC9_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692560/suppl/GSM2692560_1b_PC9_OCSA.bw,1b: PC9_OCSA ATAC-seq,61311501,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312232,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,DMSO,,hg19,BED 
GSE74180,1b: PC9_OCSA ATAC-seq,GSM2692560,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692560_1b_PC9_OCSA_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692560/suppl/GSM2692560_1b_PC9_OCSA_peaks.bed.gz,1b: PC9_OCSA ATAC-seq,583768,BED,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312232,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,DMSO,,hg19,BED 
GSE74180,1c: PC9_OCSA ATAC-seq,GSM2692561,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692561_1c_PC9_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692561/suppl/GSM2692561_1c_PC9_OCSA.bw,1c: PC9_OCSA ATAC-seq,59679335,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312231,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,DMSO,,hg19,BED 
GSE74180,1c: PC9_OCSA ATAC-seq,GSM2692561,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692561_1c_PC9_OCSA_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692561/suppl/GSM2692561_1c_PC9_OCSA_peaks.bed.gz,1c: PC9_OCSA ATAC-seq,619166,BED,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312231,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,DMSO,,hg19,BED 
GSE74180,2a: DTP_OCSA ATAC-seq,GSM2692562,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692562_2a_DTP_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692562/suppl/GSM2692562_2a_DTP_OCSA.bw,2a: DTP_OCSA ATAC-seq,61680677,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312230,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,8 day 1 μM erlotinib,,hg19,BED 
