GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_description,BioSample,SRA,Genome_build,Supplementary_files_format_and_content,strain,cell type,treatment,antibody,chip antibody
GSE138698,ChIP-Seq H3K27ac IL2 d6,GSM4116421,Public on Jul 06 2021,Oct 10 2019,Jul 07 2021,SRA,1,spleen,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).",CD8+ T lymphocytes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol,genomic DNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina Hi Seq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.2.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,ChIP,genomic,ChIP-Seq,GSE138698,0,GSM4116421_WJL2018_194.mm10.D6.IL2.H3K27ac.nr.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116421/suppl/GSM4116421_WJL2018_194.mm10.D6.IL2.H3K27ac.nr.bed.gz,ChIP-Seq H3K27ac IL2 d6,311589829,BED,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13011636,https://www.ncbi.nlm.nih.gov/sra?term,mm10,"abundance measurements, bed",C57BL/6N,CD8+ T cells,"pre-activated, IL-2 d6",,"anti-H3K27ac (diagenode, pAb-196-050)"
GSE138698,ChIP-Seq H3K27ac H9 d6,GSM4116422,Public on Jul 06 2021,Oct 10 2019,Jul 07 2021,SRA,1,spleen,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).",CD8+ T lymphocytes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol,genomic DNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina Hi Seq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.2.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,ChIP,genomic,ChIP-Seq,GSE138698,0,GSM4116422_WJL2018_198.mm10.D6.H9.H3K27ac.nr.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116422/suppl/GSM4116422_WJL2018_198.mm10.D6.H9.H3K27ac.nr.bed.gz,ChIP-Seq H3K27ac H9 d6,445315817,BED,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13011635,https://www.ncbi.nlm.nih.gov/sra?term,mm10,"abundance measurements, bed",C57BL/6N,CD8+ T cells,"pre-activated, H9 d6",,"anti-H3K27ac (diagenode, pAb-196-050)"
GSE138698,ChIP-Seq H3K27ac H9T d6,GSM4116423,Public on Jul 06 2021,Oct 10 2019,Jul 07 2021,SRA,1,spleen,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).",CD8+ T lymphocytes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol,genomic DNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina Hi Seq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.2.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,ChIP,genomic,ChIP-Seq,GSE138698,0,GSM4116423_WJL2018_202.mm10.D6.H9T.H3K27ac.nr.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116423/suppl/GSM4116423_WJL2018_202.mm10.D6.H9T.H3K27ac.nr.bed.gz,ChIP-Seq H3K27ac H9T d6,469209223,BED,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13011634,https://www.ncbi.nlm.nih.gov/sra?term,mm10,"abundance measurements, bed",C57BL/6N,CD8+ T cells,"pre-activated, H9T d6",,"anti-H3K27ac (diagenode, pAb-196-050)"
GSE138698,ATAC-Seq d0,GSM4116424,Public on Jul 06 2021,Oct 10 2019,Jul 07 2021,SRA,1,spleen,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).",CD8+ T lymphocytes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol,genomic DNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina Hi Seq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.2.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSE138698,0,GSM4116424_WJL2018_115.CD8.day0_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116424/suppl/GSM4116424_WJL2018_115.CD8.day0_peaks.bed.gz,ATAC-Seq d0,787143,BED,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13011633,https://www.ncbi.nlm.nih.gov/sra?term,mm10,"abundance measurements, bed",C57BL/6N,CD8+ T cells,"pre-activated, no cytokine, d0",,
GSE138698,ATAC-Seq IL2 d6,GSM4116425,Public on Jul 06 2021,Oct 10 2019,Jul 07 2021,SRA,1,spleen,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).",CD8+ T lymphocytes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol,genomic DNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina Hi Seq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.2.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSE138698,0,GSM4116425_WJL2018_116.CD8.day6.IL2_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116425/suppl/GSM4116425_WJL2018_116.CD8.day6.IL2_peaks.bed.gz,ATAC-Seq IL2 d6,871991,BED,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13011632,https://www.ncbi.nlm.nih.gov/sra?term,mm10,"abundance measurements, bed",C57BL/6N,CD8+ T cells,"pre-activated, IL-2 d6",,
GSE138698,ATAC-Seq H9 d6,GSM4116426,Public on Jul 06 2021,Oct 10 2019,Jul 07 2021,SRA,1,spleen,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).",CD8+ T lymphocytes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol,genomic DNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina Hi Seq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.2.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSE138698,0,GSM4116426_WJL2018_117.CD8.day6.H9_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116426/suppl/GSM4116426_WJL2018_117.CD8.day6.H9_peaks.bed.gz,ATAC-Seq H9 d6,949325,BED,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13011631,https://www.ncbi.nlm.nih.gov/sra?term,mm10,"abundance measurements, bed",C57BL/6N,CD8+ T cells,"pre-activated, H9 d6",,
GSE138698,ATAC-Seq H9T d6,GSM4116427,Public on Jul 06 2021,Oct 10 2019,Jul 07 2021,SRA,1,spleen,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).",CD8+ T lymphocytes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol,genomic DNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina Hi Seq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.2.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSE138698,0,GSM4116427_WJL2018_118.CD8.day6.H9T_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116427/suppl/GSM4116427_WJL2018_118.CD8.day6.H9T_peaks.bed.gz,ATAC-Seq H9T d6,798996,BED,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13011630,https://www.ncbi.nlm.nih.gov/sra?term,mm10,"abundance measurements, bed",C57BL/6N,CD8+ T cells,"pre-activated, H9T d6",,
GSE138698,RNA-seq mouse CD90.1+ IL2 rep1,GSM4976180,Public on Jul 06 2021,Dec 15 2020,Jul 07 2021,SRA,1,draining lymph nodes,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).","CD8+ T lymphocytes or draining lymph nodes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol. For RNA-seq using cells isolated from lymph nodes, CD90.1+ CD8 + cells were sorted and cell libraries were prepared with SMART-Seq Ultra low Input RNA kit (Takara, #634889). For human CD8+ T cells related assays, naïve CD8+ T cells were isolated with EasySep™ Human Naïve CD8+ T Cell Isolation Kit II (STEMCELL, #17968), and activated with Dynabeads Human T-Activator CD3/CD28 (Thermo Fisher Scientific, #111.31D) for two days, and cells were isolated by a magnet per the manufacturer’s protocol.",total RNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina HiSeq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.1.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSE138698,0,GSM4976180_WJL2020_182.mm10.IL2.rpkm.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4976nnn/GSM4976180/suppl/GSM4976180_WJL2020_182.mm10.IL2.rpkm.gz,RNA-seq mouse CD90.1+ IL2 rep1,637073,RPKM,RNA-seq mouse CD90.1+ IL2 rep1,https://www.ncbi.nlm.nih.gov/biosample/SAMN17085055,https://www.ncbi.nlm.nih.gov/sra?term,mm10 and hg19,,C57BL/6N,,,CD8+ T cells,
GSE138698,RNA-seq mouse CD90.1+ H9 rep1,GSM4976181,Public on Jul 06 2021,Dec 15 2020,Jul 07 2021,SRA,1,draining lymph nodes,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).","CD8+ T lymphocytes or draining lymph nodes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol. For RNA-seq using cells isolated from lymph nodes, CD90.1+ CD8 + cells were sorted and cell libraries were prepared with SMART-Seq Ultra low Input RNA kit (Takara, #634889). For human CD8+ T cells related assays, naïve CD8+ T cells were isolated with EasySep™ Human Naïve CD8+ T Cell Isolation Kit II (STEMCELL, #17968), and activated with Dynabeads Human T-Activator CD3/CD28 (Thermo Fisher Scientific, #111.31D) for two days, and cells were isolated by a magnet per the manufacturer’s protocol.",total RNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina HiSeq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.1.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSE138698,0,GSM4976181_WJL2020_183.mm10.H9.rpkm.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4976nnn/GSM4976181/suppl/GSM4976181_WJL2020_183.mm10.H9.rpkm.gz,RNA-seq mouse CD90.1+ H9 rep1,619837,RPKM,RNA-seq mouse CD90.1+ H9 rep1,https://www.ncbi.nlm.nih.gov/biosample/SAMN17085054,https://www.ncbi.nlm.nih.gov/sra?term,mm10 and hg19,,C57BL/6N,,,CD8+ T cells,
GSE138698,RNA-seq mouse CD90.1+ H9T rep1,GSM4976182,Public on Jul 06 2021,Dec 15 2020,Jul 07 2021,SRA,1,draining lymph nodes,Mus musculus,10090,"Purified cells were activated using plate-bound anti-CD3 (2 mg/ml) plus soluble anti-CD28 (1 mg/ml) monoclonal antibodies for two days. After resting overnight in the absence of cytokine, cells were washed and cultured with 1 mg/ml MSA conjugated IL-2, H9 or H9T (unless otherwise specified).","CD8+ T lymphocytes or draining lymph nodes were isolated using the EasySep Mouse CD8+ T cell isolation kit (STEMCELL #19853) and cultured in RPMI-1640 medium (ATCC) supplemented with 10% FBS and 50 mM b-mercaptoethanol. For RNA-seq using cells isolated from lymph nodes, CD90.1+ CD8 + cells were sorted and cell libraries were prepared with SMART-Seq Ultra low Input RNA kit (Takara, #634889). For human CD8+ T cells related assays, naïve CD8+ T cells were isolated with EasySep™ Human Naïve CD8+ T Cell Isolation Kit II (STEMCELL, #17968), and activated with Dynabeads Human T-Activator CD3/CD28 (Thermo Fisher Scientific, #111.31D) for two days, and cells were isolated by a magnet per the manufacturer’s protocol.",total RNA,"For ChIP-seq, DNA libraries were prepared with the KAPA LTP Library Preparation Kit and barcoded with NEXTflex DNA barcodes. For ATAC-seq, Nuclei were then used for the transposition reaction with the Nextera DNA Library Preparation kit at 37C for 30 min. DNA was purified with the Zymo DNA recovery kit. For RNA-seq, RNA was extracted using the Zymo RNA miniprep kit (Zymo Research), and 500 ng RNA was used for library preparation with the Kapa mRNA HyperPrep Kit (KK8580, Kapa Biosystems) and indexed with NEXTflex DNA Barcodes-24. After the final amplification, samples were loaded onto 2% E-Gel pre-cast gels (ThermoFisher), and 250 to 400 bp DNA fragments were recovered and purified with Zymoclean Gel DNA Recovery Kit (Zymo Research)., After quantification by Qubit (Invitrogen), barcoded samples were mixed and sequenced on an Illumina HiSeq3000 system.","Sequenced reads were aligned to the mm10 genome assembly using Bowtie 2.2.6 and Tophat 2.1.1, Aligned reads are converted to BAM files using samtools v0.1.8. BAM files are subsequently converted to BED files using bedtools v2.25.0. MACS v1.4.2 is used to call peaks using the BED files. Unpublished python scripts were used to calculate RPKM (reads per kilobase per million reads) to normalize gene expression values for RNA-Seq data. R package edgeR was used to identify differentially expressed genes or differential ATAC-Seq peaks among different conditions.",GPL21493,"Peng,,Li",peng.li@nih.gov,LMI,NHLBI,NIH,9000 Rockville Pike,Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSE138698,0,GSM4976182_WJL2020_184.mm10.H9T.rpkm.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4976nnn/GSM4976182/suppl/GSM4976182_WJL2020_184.mm10.H9T.rpkm.gz,RNA-seq mouse CD90.1+ H9T rep1,641587,RPKM,RNA-seq mouse CD90.1+ H9T rep1,https://www.ncbi.nlm.nih.gov/biosample/SAMN17085053,https://www.ncbi.nlm.nih.gov/sra?term,mm10 and hg19,,C57BL/6N,,,CD8+ T cells,
